p1,p2,truth,prediction
P29340,P06784,1,1.0
Q06665,P38810,1,1.0
P39730,P38352,1,1.0
Q05080,P00549,1,0.9999998807907104
P38590,P08153,1,1.0
Q12297,P37838,1,0.9999481439590454
Q12044,P53082,1,1.0
P53600,P11484,1,0.9999979734420776
P53159,P46970,1,1.0
P53283,P16140,1,1.0
P38146,P28817,1,0.9999998807907104
P38798,P11927,1,1.0
Q04031,P00937,1,1.0
Q12152,P40965,1,1.0
Q00916,P32912,1,0.9999996423721313
P53540,P53036,1,1.0
P49687,P32589,1,0.9999998807907104
Q04491,P11075,1,1.0
P41814,P40079,1,1.0
P09435,P00958,1,1.0
P18898,P16658,1,1.0
P40483,P32074,1,1.0
Q03898,P06103,1,1.0
P32566,P30656,1,1.0
P38814,P28817,1,1.0
Q08886,Q04562,1,1.0
P39927,P32855,1,1.0
Q08245,P22219,1,0.9999979734420776
P39083,P38759,1,0.9999998807907104
P35691,P32349,1,0.9999998807907104
P50091,P40339,1,1.0
Q00582,P47113,1,1.0
P36017,P23059,1,0.9999964237213135
Q12301,P20606,1,1.0
P32642,P00175,1,1.0
P25369,P11484,1,1.0
P40479,P40160,1,1.0
Q08920,Q05785,1,1.0
P36131,P25655,1,1.0
Q08685,P36084,1,0.9999997615814209
Q05670,P35169,1,1.0
P34238,P32354,1,0.9998738765716553
P41834,P13711,1,1.0
Q08949,P32492,1,1.0
Q12084,P36094,1,0.9999988079071045
Q06409,P53978,1,1.0
Q00245,P32458,1,1.0
Q04493,P53847,1,0.9999995231628418
P47093,P32855,1,0.9999984502792358
Q04651,P37370,1,1.0
P40007,P06839,1,1.0
P38692,P38690,1,1.0
P41901,P32892,1,1.0
P10964,P03069,1,0.9999912977218628
Q03558,P29703,1,1.0
P25615,P24482,1,1.0
P47093,P46673,1,0.9999998807907104
Q03322,P49687,1,0.9999876022338867
Q08558,P40541,1,1.0
Q08162,P12688,1,1.0
Q08949,P53250,1,1.0
P39940,P38682,1,1.0
Q12330,P38774,1,0.9999995231628418
Q12118,P38705,1,1.0
Q12149,Q04226,1,1.0
P05453,P05317,1,1.0
Q12344,P39742,1,1.0
Q07930,P40091,1,0.9999996423721313
P53196,P38329,1,1.0
Q12390,P41834,1,0.9999998807907104
P39563,P00931,1,0.9999947547912598
P38697,P05318,1,1.0
P52593,P21192,1,1.0
Q06436,Q05471,1,1.0
P51534,P25454,1,1.0
P39534,P35177,1,0.9999921321868896
Q12417,P13711,1,1.0
Q99189,P40965,1,1.0
P32864,P32264,1,1.0
P53628,P43593,1,0.9999997615814209
Q12285,P24783,1,0.9999995231628418
Q08683,P38082,1,0.9999995231628418
Q06169,P38789,1,1.0
P38217,P33891,1,1.0
Q02197,P38871,1,1.0
Q06673,P53036,1,1.0
P57743,P53861,1,0.9999992847442627
P53685,P38041,1,0.9999997615814209
P53261,P38810,1,1.0
P53628,P39926,1,1.0
P53036,P33333,1,1.0
P31378,P16451,1,0.9998397827148438
P53552,P33199,1,1.0
P42843,P40484,1,1.0
Q00381,P21306,1,0.99993896484375
P32573,P27895,1,1.0
P38270,P12383,1,1.0
P43612,P15992,1,0.9997865557670593
P43637,P27796,1,1.0
P53905,P04807,1,0.9999998807907104
P30656,P16467,1,1.0
P43609,P39009,1,0.9999998807907104
P38769,P07260,1,1.0
P07278,O13565,1,0.9999972581863403
P24871,P10622,1,1.0
Q07084,P48361,1,0.9999949932098389
P50104,P38827,1,0.9999998807907104
P53949,P47135,1,1.0
Q06616,P29366,1,1.0
P32899,P24279,1,0.9999901056289673
P38334,P38070,1,0.9999994039535522
Q12363,P19262,1,1.0
Q05933,P32790,1,0.9999998807907104
P27614,P13712,1,1.0
Q05568,P40529,1,1.0
P40480,P32628,1,1.0
P39563,P12688,1,0.9999997615814209
P53011,P27895,1,1.0
Q07786,P40202,1,1.0
Q06406,P53930,1,0.9999986886978149
P42839,P32573,1,0.9999996423721313
P38615,P23202,1,0.9999995231628418
P36160,P29056,1,0.9999969005584717
P47057,P32263,1,0.9999992847442627
Q04199,P38806,1,1.0
Q12175,Q04217,1,1.0
Q03973,P80667,1,1.0
P40009,P38788,1,1.0
Q08966,P50086,1,1.0
Q12124,P32802,1,0.9999997615814209
P38960,P35718,1,0.9999997615814209
Q08004,P32854,1,1.0
Q04675,P24004,1,0.9999998807907104
P38822,P37296,1,0.9999996423721313
Q06218,P13393,1,9.739763981997385e-07
P53829,P33750,1,0.9999998807907104
Q08921,Q07930,1,0.9999997615814209
P53322,P38431,1,1.0
Q12449,P53254,1,1.0
P16140,P12868,1,1.0
P53168,P34087,1,0.9999991655349731
Q04373,Q02884,1,1.0
Q03220,O14455,1,0.9999980926513672
P51862,P36172,1,0.9999998807907104
Q02875,P29703,1,1.0
P53883,P33322,1,1.0
Q06604,P30619,1,1.0
P32835,P31383,1,1.0
Q12063,P41811,1,1.0
Q03758,P38786,1,1.0
P18562,P06738,1,0.996178150177002
Q06551,P53082,1,1.0
P32905,P18494,1,1.0
P38153,P00931,1,1.0
P38276,P36094,1,0.999997615814209
Q03919,P38358,1,0.9999991655349731
P38859,P32471,1,1.0
Q02354,P38689,1,1.0
P39718,P15442,1,1.0
Q07381,P38358,1,1.0
P39563,P38182,1,0.9999837875366211
P32849,P25655,1,1.0
Q06704,Q04062,1,1.0
P32447,P23644,1,1.0
P38165,P21374,1,1.0
Q12329,P33331,1,0.9999996423721313
Q08956,Q08245,1,0.9999998807907104
P38794,P11927,1,1.0
P53540,P19454,1,1.0
P24870,P24004,1,1.0
Q06648,P36029,1,1.0
P23394,P11154,1,1.0
P39960,P30902,1,1.0
Q12262,P04050,1,0.9998806715011597
P38861,P36224,1,1.0
P40484,P11433,1,1.0
Q12424,Q07468,1,1.0
P43596,P38147,1,0.9999111890792847
Q12176,P03965,1,1.0
P38757,P25515,1,0.9999998807907104
Q05958,P38708,1,0.9999997615814209
Q05568,P39729,1,1.0
Q03096,P40453,1,0.9999994039535522
P22203,P22007,1,1.0
P49704,P43535,1,1.0
Q12477,P46682,1,1.0
Q04062,Q03768,1,1.0
P32898,P11484,1,1.0
Q12460,Q05949,1,1.0
P38041,P27614,1,1.0
P38042,P34110,1,1.0
P53599,P33891,1,1.0
Q06436,P38692,1,1.0
Q12260,P51862,1,1.0
P38988,P25579,1,0.9999971389770508
P36049,P14724,1,0.999998927116394
Q04749,P11938,1,1.0
P53212,P22082,1,1.0
P32786,P17119,1,1.0
P53199,P08458,1,0.9999998807907104
Q12017,P39935,1,1.0
Q12514,P06843,1,1.0
P46995,P20052,1,0.9999997615814209
Q12327,Q03063,1,0.9999991655349731
Q99278,P41895,1,0.9999998807907104
P33895,P11484,1,1.0
P48559,P10081,1,0.9999997615814209
P38987,P38766,1,1.0
P43568,P42884,1,1.0
Q12277,P53865,1,0.9999994039535522
Q07528,P28708,1,1.0
P40186,P20133,1,1.0
Q05024,P53094,1,0.9999998807907104
P38208,P12385,1,1.0
Q12452,P29509,1,1.0
P32468,P25584,1,0.9999997615814209
P39904,P25649,1,1.0
P27351,P17536,1,1.0
P32838,P32494,1,1.0
P38861,P06103,1,1.0
Q03954,P15705,1,0.9999960660934448
Q00246,P53865,1,0.9999998807907104
P40003,P38879,1,1.0
P35497,P25644,1,1.0
P25303,P00358,1,1.0
Q05933,Q04493,1,0.9999977350234985
P40457,P33328,1,1.0
Q03900,P40164,1,1.0
P40362,P32578,1,1.0
Q12365,P36022,1,1.0
Q05636,P47129,1,0.9999998807907104
P46988,P32561,1,0.9999899864196777
P47054,P38705,1,1.0
Q99176,P38716,1,0.9999997615814209
Q12265,P04456,1,0.9999997615814209
P37296,P32324,1,1.0
P53081,P39967,1,1.0
P23968,P22213,1,0.9999997615814209
Q12328,P29295,1,0.9999982118606567
P53197,P40066,1,1.0
Q07963,P33199,1,1.0
P53221,P12612,1,1.0
P48363,P32501,1,1.0
P43601,P16664,1,1.0
P53968,P25333,1,1.0
P50091,P38883,1,1.0
P39926,P22336,1,1.0
Q01389,P24813,1,0.999998927116394
P53691,P46957,1,1.0
P50091,P38720,1,1.0
P33418,P17891,1,0.9999932050704956
P38429,P07248,1,0.999991774559021
P40988,P39517,1,1.0
P40010,P38853,1,1.0
P32898,P20486,1,1.0
P46675,P38793,1,1.0
P45819,P38874,1,0.9999992847442627
Q04651,P38903,1,0.9999998807907104
P53104,P15436,1,1.0
P47045,P26263,1,1.0
P38191,P14242,1,0.9999997615814209
P39077,P27614,1,1.0
P53267,P39008,1,1.0
Q07657,P02400,1,1.0
Q12309,P38699,1,0.9999698400497437
P38959,P16892,1,1.0
P53743,P23624,1,1.0
P53904,P53865,1,0.9999995231628418
P40202,P14736,1,1.0
P36131,P34223,1,1.0
P49686,P38324,1,1.0
Q08438,P29496,1,1.0
P53855,P38620,1,0.9999998807907104
P25567,P15807,1,0.9999973773956299
P29469,P09938,1,1.0
Q12452,P12754,1,0.9999996423721313
P80667,P38329,1,1.0
P46677,P33400,1,1.0
Q12315,P53604,1,1.0
P43639,P32471,1,0.9999998807907104
P53904,P38801,1,0.9999979734420776
P32523,P07834,1,1.0
Q99383,Q08726,1,0.9999998807907104
P51601,P18898,1,1.0
P38324,P23287,1,1.0
P54790,P40422,1,0.9993141889572144
P49573,P36107,1,1.0
P22133,P00924,1,0.9999997615814209
P46675,P32588,1,1.0
Q07896,P33891,1,1.0
P38428,P20484,1,0.00011967204045504332
P39715,P14907,1,1.0
Q04149,P47160,1,1.0
P39008,P16521,1,1.0
Q03619,P32800,1,1.0
P30902,P20433,1,0.9999992847442627
Q12310,P39703,1,1.0
Q7LIF1,P28000,1,0.9999738931655884
P50094,P43593,1,1.0
P42839,P12754,1,0.999996542930603
Q04412,Q04370,1,1.0
Q04739,Q03048,1,0.9999994039535522
P38856,P25303,1,1.0
Q08921,P32581,1,1.0
P38313,P25584,1,0.9999998807907104
P25390,P19882,1,0.9999998807907104
Q06408,Q02890,1,0.9999998807907104
P32911,P16892,1,1.0
P38689,P32561,1,1.0
P02994,O13553,1,0.9999992847442627
Q03690,P32783,1,1.0
P21182,P17119,1,1.0
Q12415,Q03435,1,0.9999995231628418
P39875,P36100,1,1.0
P36149,P21801,1,0.9999985694885254
P25694,P06782,1,1.0
Q04930,Q02196,1,1.0
Q07376,Q04370,1,1.0
Q99299,P38805,1,1.0
Q99207,P08458,1,0.9999992847442627
Q08215,P25357,1,0.9999998807907104
Q06436,P36224,1,1.0
P04076,O13553,1,0.9999985694885254
Q08491,P36068,1,1.0
Q05636,P40959,1,0.9999997615814209
P46962,P18494,1,1.0
Q06640,P43583,1,1.0
P38696,P23644,1,1.0
P25296,P07149,1,1.0
Q12265,P24867,1,1.0
P32911,P12383,1,1.0
P53886,P23724,1,1.0
Q08285,P53043,1,0.9999997615814209
P32629,P18410,1,1.0
Q12749,P39706,1,0.9999947547912598
Q12028,P19735,1,1.0
P47050,P36421,1,1.0
P53086,P47124,1,1.0
Q08285,P32590,1,0.9999997615814209
P40471,P32481,1,1.0
P39926,P00044,1,0.9999997615814209
P33201,P29366,1,1.0
P38182,P07283,1,0.9999995231628418
P40395,P33332,1,0.9999991655349731
Q08873,P11746,1,0.9999998807907104
P38333,P32794,1,0.9999998807907104
P39937,P16664,1,1.0
Q00578,P16658,1,1.0
P53048,P38063,1,0.9999996423721313
Q04233,P37012,1,1.0
P53256,P12611,1,1.0
Q08729,P33420,1,1.0
Q07468,Q03081,1,0.9999990463256836
P39990,P38217,1,1.0
P47124,P33892,1,1.0
Q02890,P53743,1,0.9999998807907104
P38249,P00958,1,1.0
P38427,P33401,1,1.0
P50094,P33199,1,1.0
P36139,P32562,1,1.0
Q12055,P53067,1,1.0
Q06200,P38776,1,0.9999990463256836
Q04749,P41940,1,1.0
Q04675,P19657,1,0.9999997615814209
P43581,P38992,1,1.0
P25293,P07347,1,1.0
P53900,P17157,1,0.9999997615814209
P50101,P30656,1,1.0
P53299,P38152,1,0.9993659853935242
Q03956,P28817,1,1.0
Q07376,P02829,1,1.0
Q03337,P22543,1,1.0
Q12418,P33760,1,0.9999998807907104
P36144,P33755,1,1.0
P40036,P31374,1,1.0
P53221,P38254,1,1.0
Q08873,P38692,1,0.9999997615814209
P39962,P36094,1,0.9999996423721313
P39730,P32590,1,1.0
P47079,P39935,1,1.0
Q12417,Q02932,1,1.0
P49166,P32324,1,0.9999998807907104
Q06696,P38011,1,0.9999998807907104
P53185,P20604,1,1.0
P32628,P11745,1,1.0
P47113,P32802,1,0.9999810457229614
Q08438,P50095,1,1.0
Q06108,P53256,1,0.9999998807907104
P38041,P18961,1,1.0
P35729,P23724,1,0.9999988079071045
Q12315,P19882,1,1.0
P48562,P15108,1,1.0
P34077,P21192,1,1.0
P33199,P24867,1,1.0
P38757,P32945,1,1.0
P38855,P38274,1,1.0
Q04149,P53858,1,1.0
Q00539,P32571,1,1.0
Q04894,P13712,1,1.0
P53313,P38705,1,1.0
Q12347,Q06651,1,1.0
P41814,P39962,1,1.0
Q04233,P29509,1,1.0
Q06216,P23287,1,1.0
Q03899,P25659,1,0.9999998807907104
P28795,P04046,1,1.0
P53283,P53267,1,0.9999998807907104
Q12248,Q02890,1,0.9999489784240723
P40089,P38991,1,0.9999974966049194
P31377,P17255,1,0.9999992847442627
Q08965,P22543,1,1.0
P40573,P27614,1,0.9999996423721313
P38788,P29465,1,1.0
Q99383,P13712,1,1.0
Q04964,P38840,1,0.9999991655349731
Q12495,P43605,1,0.9999635219573975
Q12344,P38785,1,1.0
P38929,P38820,1,1.0
P53115,P40460,1,0.9999996423721313
P39717,P32468,1,0.9999996423721313
P47176,P40328,1,1.0
P32504,P22007,1,0.9999953508377075
P53322,P38856,1,1.0
Q08119,P29295,1,0.9999991655349731
P48524,P20053,1,1.0
P14904,P13186,1,1.0
P39713,P32600,1,1.0
Q04005,P06773,1,1.0
P38873,P33307,1,1.0
P53086,P33311,1,1.0
P47079,P40518,1,0.9999991655349731
Q7LIF1,P53959,1,0.9999958276748657
P40473,P24871,1,1.0
Q05949,P53855,1,1.0
P38287,P25558,1,1.0
P53104,P20435,1,0.9999998807907104
P38871,P25558,1,1.0
P53145,P19262,1,1.0
Q12199,Q03898,1,0.9999998807907104
P38182,P30619,1,0.999997615814209
P38872,P32796,1,0.9999995231628418
Q08581,P47041,1,1.0
P53124,P05986,1,1.0
P39531,P29461,1,1.0
P89102,P39984,1,1.0
P40316,P02293,1,0.9999972581863403
P40007,P38850,1,0.9999992847442627
Q03862,Q02260,1,0.9999997615814209
P40565,P40492,1,0.9999998807907104
P38768,P34730,1,0.9999966621398926
P47104,P13365,1,1.0
Q08649,Q03532,1,1.0
P39935,P04076,1,1.0
P30771,P17157,1,0.9999998807907104
Q06164,P43619,1,1.0
P50945,P35197,1,1.0
P39704,P38962,1,0.9999984502792358
P32774,P09435,1,0.9999998807907104
P38788,P32478,1,1.0
P53295,P11746,1,1.0
P38874,P35190,1,0.9999920129776001
P54199,P40492,1,1.0
Q12691,P50277,1,1.0
P24867,P14681,1,1.0
Q08966,P24814,1,1.0
Q12427,Q00955,1,1.0
Q12154,P25296,1,0.9999998807907104
P48837,P47122,1,1.0
P33306,P32074,1,1.0
P31109,P18494,1,1.0
P53540,P25333,1,1.0
Q08923,P34241,1,0.9999943971633911
Q03776,P28817,1,1.0
Q12151,P41805,1,1.0
P40344,P38257,1,1.0
Q07913,P26755,1,0.9999723434448242
Q06604,P53323,1,1.0
Q08162,P32581,1,1.0
Q06624,O13553,1,0.9999971389770508
Q12159,Q06525,1,1.0
P53968,P11746,1,1.0
Q06151,Q00776,1,1.0
Q12446,P25694,1,1.0
Q07915,Q07623,1,0.9999994039535522
Q12734,P16521,1,0.9999982118606567
P53865,P40103,1,0.9999994039535522
P53191,P36224,1,1.0
Q12402,P38703,1,0.9999998807907104
P32457,P08458,1,0.9999996423721313
P22804,P16661,1,0.9999995231628418
P38991,P32855,1,0.9999998807907104
Q12154,P53258,1,1.0
P32793,P32590,1,1.0
Q03956,P47120,1,1.0
P43563,P33334,1,1.0
Q12250,Q02256,1,0.9999998807907104
P33333,P32905,1,1.0
Q04004,P20606,1,0.9999998807907104
P40991,P33329,1,0.9999998807907104
Q05080,P38766,1,0.9999998807907104
P25451,O13565,1,0.9999723434448242
P47019,P32523,1,1.0
P38070,P26448,1,1.0
P39563,P24783,1,0.999988317489624
P53912,P38627,1,1.0
Q06568,Q03862,1,1.0
P25296,P24279,1,0.9999997615814209
P53855,P24869,1,1.0
P38208,P32786,1,0.9999998807907104
Q12250,P00358,1,0.9999998807907104
Q12411,P33755,1,1.0
Q04053,P19880,1,1.0
P53886,P32642,1,1.0
P43593,P32457,1,0.9999994039535522
P38903,P20052,1,1.0
P40339,P25333,1,1.0
P42839,P38219,1,0.9999969005584717
P53978,P36049,1,1.0
P53740,P53237,1,0.9999936819076538
Q04359,P06843,1,1.0
Q06479,P19145,1,1.0
Q08923,Q08562,1,1.0
P32793,P32327,1,1.0
Q06624,P50095,1,1.0
P46655,P28743,1,1.0
P80667,P25333,1,1.0
Q03920,P36149,1,0.9999986886978149
Q12045,P32524,1,1.0
P39707,P07262,1,1.0
Q04660,P06704,1,1.0
Q00723,P32349,1,1.0
P38283,P17555,1,1.0
P40328,P32491,1,1.0
P40512,P17555,1,1.0
Q12018,P38999,1,1.0
P53829,P20606,1,0.9999998807907104
Q05080,P43592,1,1.0
Q04439,P33306,1,1.0
Q04749,P36124,1,1.0
Q08902,P53389,1,1.0
P40395,P06844,1,0.9999991655349731
P25344,P06244,1,1.0
Q08965,P38959,1,1.0
P47074,P32583,1,0.9999998807907104
Q08931,P33329,1,0.9999992847442627
Q12477,P04821,1,1.0
Q03690,P32495,1,0.9999996423721313
P53277,P35203,1,1.0
P34758,P02557,1,1.0
P38904,P33306,1,0.9999998807907104
P53632,P22133,1,1.0
P32909,P23644,1,1.0
Q07376,Q06628,1,1.0
Q02767,P32767,1,1.0
P28708,P20606,1,1.0
P53829,P00330,1,1.0
P53112,P34758,1,1.0
P33333,P00044,1,0.9999998807907104
Q02199,P32573,1,1.0
P53043,P05030,1,1.0
Q03532,P34217,1,0.9999998807907104
Q01389,P38903,1,1.0
P48361,P32561,1,0.9999997615814209
P43612,P41813,1,0.9999997615814209
P60010,P36005,1,1.0
P38265,P28274,1,0.9999998807907104
P35182,P20437,1,0.9999998807907104
P53552,P53196,1,1.0
Q12477,P53261,1,1.0
Q06616,Q00582,1,1.0
Q12522,P54199,1,1.0
P53136,P27801,1,0.9999997615814209
P39968,P33892,1,1.0
Q04493,P32327,1,1.0
P53691,P34909,1,1.0
Q12045,P39713,1,1.0
Q08004,P25359,1,0.9999998807907104
P39743,P00899,1,1.0
Q04089,P25301,1,2.4014229893509764e-07
P38146,P27514,1,1.0
Q08817,P40078,1,1.0
P39707,P08524,1,1.0
Q03792,P53011,1,1.0
P34160,P19414,1,1.0
Q12168,P53933,1,1.0
P38872,P25659,1,0.9999997615814209
P38902,P21190,1,0.9999972581863403
Q12024,Q04675,1,0.9999996423721313
P39729,P36149,1,0.9999969005584717
P53082,P40960,1,1.0
P50095,P38806,1,1.0
P38339,P31109,1,1.0
P19657,P06787,1,1.0
P31377,P27637,1,0.999997615814209
Q12276,P38229,1,1.0
P36029,P17255,1,1.0
P38708,P05986,1,1.0
Q6Q547,Q06604,1,0.9999731779098511
Q06245,P07278,1,1.0
Q99207,Q05636,1,0.9999890327453613
P38903,P33201,1,0.9999998807907104
Q06216,P33891,1,1.0
P36149,P19262,1,0.9999997615814209
P38989,P09733,1,1.0
Q05933,P31688,1,0.9999994039535522
Q12222,P32767,1,1.0
P53861,P53124,1,1.0
Q12084,P32945,1,1.0
Q12154,P42846,1,0.9999992847442627
Q04217,P24279,1,0.9999985694885254
P57743,P32634,1,1.0
P31382,P14681,1,0.9999998807907104
Q04749,P15705,1,1.0
P50277,P38555,1,1.0
P47050,P36006,1,1.0
P48566,P35207,1,1.0
P32480,P19073,1,0.9999998807907104
P47045,P40024,1,1.0
P50278,P38270,1,0.9999889135360718
Q00723,P38959,1,1.0
Q02793,P53743,1,1.0
Q05778,P25604,1,1.0
P40064,P35691,1,0.9999927282333374
P23642,P13711,1,1.0
P53755,P38348,1,1.0
P18898,P07262,1,1.0
P38786,P24870,1,1.0
Q12446,P16658,1,1.0
P39014,P00560,1,1.0
P40164,P38590,1,1.0
P32867,P12754,1,0.9999985694885254
P43321,P36124,1,0.9999996423721313
P38829,P38726,1,0.9999914169311523
Q12347,P39984,1,1.0
Q08558,P53036,1,1.0
P38705,P35207,1,1.0
P31109,P28834,1,1.0
P53141,P32481,1,0.9999994039535522
Q12285,P32912,1,0.9999963045120239
P42846,P30657,1,0.9999997615814209
Q04264,P40413,1,1.0
Q12460,P48606,1,1.0
P38814,P33895,1,1.0
Q03308,P28707,1,1.0
P33322,P23542,1,0.9999998807907104
P40857,P38301,1,0.9999992847442627
Q02866,P47083,1,1.0
Q12301,P40314,1,0.9999998807907104
Q04217,Q02199,1,1.0
P25649,P22515,1,1.0
P53900,P21242,1,0.9999986886978149
P38324,P12962,1,1.0
Q07471,P06242,1,1.0
Q7LIF1,Q03323,1,0.9998725652694702
Q07993,P35203,1,1.0
P53941,P32379,1,1.0
P47150,P16862,1,0.9999978542327881
P40003,P24814,1,1.0
P38708,P36003,1,1.0
Q03081,P38203,1,0.9999308586120605
Q12168,P13712,1,1.0
Q06440,P32571,1,1.0
P21801,P17121,1,1.0
P39929,P32380,1,0.9999998807907104
Q04373,P32945,1,1.0
Q12045,P32801,1,1.0
P33401,P14741,1,1.0
P32505,P14747,1,1.0
P53739,P38989,1,1.0
Q12265,P32774,1,0.9999998807907104
P48412,P40473,1,1.0
Q00362,P40468,1,1.0
P53250,P38063,1,0.9999998807907104
P40483,P39998,1,1.0
P40204,P38247,1,0.9999881982803345
Q12107,P28708,1,1.0
P41940,P38883,1,1.0
P47134,P40453,1,1.0
P40555,P11433,1,1.0
Q04121,Q03503,1,0.9999990463256836
P53924,P38789,1,1.0
P14306,P07260,1,0.9999994039535522
Q03656,P32432,1,0.9999998807907104
P36124,P33329,1,1.0
Q00916,P25655,1,1.0
P49955,P38200,1,1.0
Q07980,P36084,1,1.0
P52919,P19658,1,1.0
Q01560,P32491,1,1.0
P36049,P32457,1,1.0
Q7LIF1,P46678,1,1.0
Q04921,Q00245,1,1.0
P53011,P32327,1,1.0
Q06103,P20081,1,0.9999991655349731
Q04002,P38742,1,1.0
Q00764,P23287,1,1.0
Q05778,P53965,1,1.0
Q12734,P53280,1,0.9999992847442627
P36172,P06101,1,1.0
P41816,P36421,1,1.0
P38270,P38200,1,0.9999995231628418
P53129,P31382,1,0.9999998807907104
Q99299,Q07657,1,1.0
Q12186,P43601,1,1.0
P41940,P25357,1,0.9999971389770508
P53941,P47129,1,1.0
P38344,P00331,1,1.0
P50111,P32496,1,0.9999984502792358
P35497,P09435,1,1.0
Q12038,Q03497,1,0.9999942779541016
Q12377,P06103,1,1.0
P53550,P34253,1,1.0
P25694,P07283,1,1.0
Q99385,P17119,1,1.0
P38749,P20437,1,0.9999997615814209
Q02804,P38077,1,1.0
Q12306,P38716,1,1.0
P38080,P09064,1,1.0
Q08723,P32634,1,1.0
Q04359,Q00684,1,0.9999997615814209
P40095,P32578,1,1.0
P40413,P38042,1,1.0
Q04868,P38801,1,0.9999996423721313
Q04233,P32502,1,1.0
Q02205,P51534,1,1.0
Q06551,P38874,1,0.9999994039535522
P38346,P32492,1,1.0
P40477,P38344,1,1.0
P42843,P20606,1,0.9999997615814209
Q04217,P32524,1,1.0
P53243,P40455,1,0.9999651908874512
Q00776,P43619,1,1.0
Q12433,P06780,1,0.9999996423721313
P36008,O13553,1,0.9999992847442627
P12962,P06773,1,1.0
P53082,P25294,1,1.0
Q06624,P38861,1,1.0
Q08723,P20606,1,0.9999992847442627
P40024,P38228,1,1.0
P32525,P14724,1,0.9999986886978149
Q08979,P53136,1,0.9999998807907104
Q04935,P49334,1,0.9999936819076538
P47017,P02557,1,1.0
P53271,P51534,1,1.0
P40061,P32524,1,0.9999991655349731
P40089,P38310,1,0.9999996423721313
Q99278,P53131,1,0.999995231628418
P40303,P08679,1,1.0
Q03096,P40529,1,0.9999996423721313
Q12018,P40164,1,1.0
P38806,P25591,1,1.0
P33338,P04840,1,0.9999692440032959
Q06551,P33322,1,1.0
Q03792,P38691,1,1.0
