p1,p2,truth,prediction
Q8GXA4,Q8GXA4,1,0.9998059868812561
Q8GXA4,Q93ZQ3,1,0.7097992897033691
Q8GXA4,Q94A32,1,0.9198191165924072
Q8GXA4,Q9C500,1,0.9758985042572021
Q8GXA4,Q5XEV3,1,0.9999775886535645
Q8GXA4,Q9FH18,1,0.9998995065689087
Q8GXA4,Q84MC7,1,0.9999847412109375
Q8GXA4,Q9FH92,1,0.9999711513519287
Q8GXA4,Q9FVX3,1,0.9024713039398193
Q8GXA4,Q9FKK1,1,0.9593353867530823
Q8GXA4,Q9FL61,1,0.9991342425346375
Q8GXA4,Q9ZQ38,1,0.9997298121452332
Q8GXA4,Q9LJD9,1,0.9715174436569214
Q8GXA4,Q9LE82,1,0.9810252785682678
Q8GXA4,Q6NQG3,1,0.9987744688987732
Q8GXA4,Q9SY29,1,0.8155127763748169
Q8GXA4,Q84MC7,1,0.9999847412109375
Q8GXA4,Q84MC7,1,0.9999847412109375
Q8GY51,O04294,1,0.9999996423721313
Q8GYN0,Q8GXA4,1,0.9810097217559814
Q8GYS8,Q8GXA4,1,0.9999983310699463
Q8GYX3,O04294,1,0.9999994039535522
Q8H1S2,O04294,1,0.9999791383743286
Q8L586,Q8VZ95,1,0.6828083395957947
Q8L603,Q8GXA4,1,0.9999969005584717
Q8L748,P10797,1,0.9998682737350464
Q8L7E5,Q8GXA4,1,0.39154696464538574
Q8L7E5,Q9LE82,1,0.1410430371761322
Q8L7E5,Q9LE82,1,0.1410430371761322
Q8L7E5,Q9LE82,1,0.1410430371761322
Q8L7E5,Q9LE82,1,0.1410430371761322
Q8L7E5,Q8L7E5,1,0.01293283049017191
Q8L7E5,Q8GXA4,1,0.39154696464538574
Q8L7E5,Q8GXA4,1,0.39154696464538574
Q8L7E5,Q8GXA4,1,0.39154696464538574
Q8L7F7,Q9FFV8,1,0.4959715008735657
Q8L7F7,Q9SB65,1,0.43303149938583374
Q8L7G9,O04294,1,0.9999997615814209
Q8L8N3,O04294,1,0.9999889135360718
Q8LB17,Q8VZ95,1,0.9293979406356812
Q8LB17,O04326,1,0.919705867767334
Q8LBH4,Q949W6,1,0.9998297691345215
Q8LEQ4,Q8VZ95,1,0.9550740122795105
Q8LG50,Q9LVR8,1,0.9999818801879883
Q8LPR2,O04294,1,0.999984622001648
Q8LPR5,Q9S9K9,1,1.0
Q8RXL7,Q8GXA4,1,0.9999834299087524
Q8RXL7,Q8VZ95,1,0.9991685152053833
Q8RY62,O04326,1,0.9996769428253174
Q8RY98,Q9LVR8,1,0.9987136125564575
Q8RYE2,Q8GYH9,1,0.7501638531684875
Q8RYE2,Q9LVR8,1,0.9987762570381165
Q8S8K0,Q8GXA4,1,0.9999974966049194
Q8VYS5,Q9LVR8,1,0.9997431635856628
Q8VYV9,Q8GXA4,1,0.999439537525177
Q8VZ48,Q8GXA4,1,0.9992278814315796
Q8VZ95,Q8GXA4,1,0.9932333827018738
Q8VZ95,Q6IDC5,1,0.9496119618415833
Q8VZ95,Q8L9M7,1,0.5289806723594666
Q8VZ95,Q84W04,1,0.9501869678497314
Q8VZ95,O82245,1,0.8868131637573242
Q8VZ95,Q8L615,1,0.9999978542327881
Q8VZ95,Q9M1J1,1,0.9999866485595703
Q8VZ95,Q9LXV1,1,0.9745339751243591
Q8VZ95,Q9LXV1,1,0.9745339751243591
Q8VZ95,Q8GWT5,1,0.9865536093711853
Q8VZ95,Q9LVD9,1,0.9647591710090637
Q8VZ95,Q9FI47,1,0.9966024160385132
Q8VZ95,Q9ZV66,1,0.762482762336731
Q8VZ95,Q9CAN1,1,0.9924414157867432
Q8VZ95,Q9LJU6,1,0.9086447954177856
Q8VZ95,F4KFS7,1,0.9999997615814209
Q8VZ95,Q94CH8,1,0.8181348443031311
Q8VZ95,Q9FH80,1,0.999196469783783
Q8VZ95,Q9FVX3,1,0.7898971438407898
Q8VZ95,Q94F58,1,0.8971536159515381
Q8VZ95,Q8VZ95,1,0.9569449424743652
Q8VZ95,O22690,1,0.8700136542320251
Q8VZ95,Q9SX83,1,0.30545708537101746
Q8VZ95,Q9LK55,1,0.9638038873672485
Q8VZ95,Q9LXV1,1,0.9745339751243591
Q8VZ95,Q9LSF6,1,0.9983623623847961
Q8VZ95,Q9SIQ8,1,0.7591844797134399
Q8VZ95,Q8H157,1,0.998318076133728
Q8VZ95,O64587,1,0.9955702424049377
Q8VZ95,Q8L7U7,1,0.7548915147781372
Q8VZ95,P30302,1,0.6063977479934692
Q8VZ95,Q940Y1,1,0.9611713886260986
Q8VZ95,Q9M325,1,0.9998195767402649
Q8VZ95,Q9SHG7,1,0.9912986159324646
Q8VZ95,Q9ZUA5,1,0.9992082715034485
Q8VZ95,Q94B75,1,0.7674418687820435
Q8VZ95,Q9SHG7,1,0.9912986159324646
Q8VZ95,Q9M9U3,1,0.9946668148040771
Q8VZ95,Q9SVG0,1,0.8676837682723999
Q8VZ95,Q9LYP1,1,0.9999946355819702
Q8VZ95,Q9SHG7,1,0.9912986159324646
Q8VZ95,Q9SS37,1,0.6150885224342346
Q8VZ95,Q8L616,1,0.9899842739105225
Q8VZ95,P93004,1,0.7389575242996216
Q8VZ95,Q9LNH6,1,0.9999721050262451
Q8VZ95,P59229,1,0.9917553663253784
Q8VZJ5,Q8VZ95,1,0.9991674423217773
Q8VZU2,Q8VZ95,1,0.9884824156761169
Q8VZU9,Q9LVR8,1,0.998988687992096
Q8VZW1,Q8VZ95,1,0.4388684928417206
Q8VZW1,Q9ASQ2,1,0.9867140650749207
Q8W4D8,Q8GYF7,1,1.0
Q93V43,Q9SGD1,1,1.0
Q93V66,Q8GXA4,1,0.9596123695373535
Q93V85,Q8GXA4,1,0.9809079170227051
Q93WC7,O04294,1,0.9999959468841553
Q93Z42,O04326,1,0.4369117319583893
Q93ZQ3,Q8VZ95,1,0.5294992923736572
Q93ZQ3,O04326,1,0.5968567728996277
Q93ZW4,O04326,1,0.9998807907104492
Q944H2,Q9LVR8,1,0.9914274215698242
Q945Q4,Q8VZ95,1,0.9999144077301025
Q946Y7,Q8GXA4,1,0.9999998807907104
Q946Y7,O04326,1,0.9998940229415894
Q949W5,Q8VZ95,1,0.8766124844551086
Q949W6,Q9LPU9,1,0.9973119497299194
Q949W6,Q9LZM7,1,0.8060550689697266
Q94A99,O04326,1,0.4901294708251953
Q94A99,Q8VZ95,1,0.3897714614868164
Q94A99,Q8GXA4,1,0.5295565724372864
Q94AP3,Q8GXA4,1,0.9943798184394836
Q94AP3,Q8VZ95,1,0.9621660113334656
Q94AV5,Q8GXA4,1,0.9999998807907104
Q94AY3,O22873,1,1.0
Q94BX2,Q8VZ95,1,0.9999994039535522
Q94CG2,Q8GYH9,1,0.9991650581359863
Q94CG2,Q9LVR8,1,0.9998175501823425
Q94CH8,O04326,1,0.8356869220733643
Q94EI9,Q8VZ95,1,0.8740761876106262
Q94F23,Q9LVR8,1,0.9987117052078247
Q94F58,Q9ASQ2,1,0.9997302889823914
Q94F58,O81042,1,0.9733597636222839
Q94JU2,O04326,1,0.39435526728630066
Q94JU2,Q8VZ95,1,0.2992495596408844
Q9ASQ2,F4JN35,1,0.9999864101409912
Q9ASQ2,Q94BX2,1,0.9999998807907104
Q9ASQ2,Q9M126,1,0.9999963045120239
Q9ASQ2,Q9M126,1,0.9999963045120239
Q9ASQ2,F4JN35,1,0.9999864101409912
Q9AST5,Q8GYH9,1,0.9791939854621887
Q9AST5,Q9LVR8,1,0.9991645812988281
Q9C500,A8MQR0,1,0.999956488609314
Q9C500,Q8L7E5,1,0.1672922968864441
Q9C521,Q8VZ95,1,0.898930013179779
Q9C7D7,Q8GYH9,1,0.9832977056503296
Q9C7D7,Q9LVR8,1,0.9988903403282166
Q9C835,Q9LVR8,1,0.9999045133590698
Q9C835,Q8GYH9,1,0.9996541738510132
Q9C900,Q9SV74,1,0.9993398785591125
Q9C900,O82390,1,0.9979683756828308
Q9C900,Q6NKQ9,1,0.9999896287918091
Q9C900,Q9C7S5,1,0.9921053647994995
Q9C900,F4KIB2,1,0.9988521337509155
Q9C900,Q9SY89,1,0.9999922513961792
Q9C900,Q9FE70,1,0.9914823770523071
Q9C900,Q9ZW05,1,0.9982263445854187
Q9C900,Q7XA70,1,0.9999715089797974
Q9C900,Q9M8T0,1,0.9986292123794556
Q9C900,Q9FZB1,1,0.9995296001434326
Q9C900,Q8RXK1,1,0.9998880624771118
Q9C900,Q9LRT1,1,0.9998375177383423
Q9C900,Q67ZM7,1,0.9940212368965149
Q9C900,Q9SNA0,1,0.9999386072158813
Q9C933,Q8VZ95,1,0.9999942779541016
Q9C933,O04326,1,0.999942421913147
Q9C9L2,O64740,1,0.9999949932098389
Q9C9L2,Q9S9K9,1,1.0
Q9C9L2,Q9S9K9,1,1.0
Q9CA42,Q9SB04,1,0.9999840259552002
Q9CA42,Q9ZWS7,1,0.9999997615814209
Q9CAA4,Q9LEZ3,1,0.9997394680976868
Q9CAA4,Q9LEZ3,1,0.9997394680976868
Q9CAA4,Q9LEZ3,1,0.9997394680976868
Q9CAA4,Q9LEZ3,1,0.9997394680976868
Q9CAA4,Q9LEZ3,1,0.9997394680976868
Q9CAA4,Q9LEZ3,1,0.9997394680976868
Q9CAA4,Q9LEZ3,1,0.9997394680976868
Q9CAK8,O04294,1,0.9991379976272583
Q9FF75,Q8RWU6,1,0.999100923538208
Q9FF75,Q9FG89,1,0.9994972944259644
Q9FFK1,Q8VZ95,1,0.6526978015899658
Q9FFS0,O81042,1,0.905497133731842
Q9FFS8,Q949W6,1,0.9885300993919373
Q9FG01,Q9XFM6,1,0.9999107122421265
Q9FGF5,O04294,1,0.9999697208404541
Q9FH18,Q8GXA4,1,0.9998995065689087
Q9FH18,Q9FF75,1,0.9999849796295166
Q9FH18,Q9FF75,1,0.9999849796295166
Q9FH18,Q9FH18,1,0.9999356269836426
Q9FH18,Q9C500,1,0.9878252148628235
Q9FH18,Q9LE82,1,0.9935518503189087
Q9FH18,Q8L7E5,1,0.7560837268829346
Q9FH18,Q9FH18,1,0.9999356269836426
Q9FH18,Q8GXA4,1,0.9998995065689087
Q9FHB8,Q8GYH9,1,0.9959898591041565
Q9FK55,Q8VZ95,1,0.8279024362564087
Q9FLL0,Q9SGD1,1,1.0
Q9FLL0,Q9SGD1,1,1.0
Q9FMB6,Q9LEZ3,1,1.0
Q9FMB6,Q9LEZ3,1,1.0
Q9FMB6,Q9LEZ3,1,1.0
Q9FMH6,Q8GXA4,1,0.9372519254684448
Q9FMH6,Q9FH18,1,0.9744184613227844
Q9FNH6,Q8GYH9,1,0.9998412132263184
Q9FNH6,Q9LVR8,1,0.9999474287033081
Q9FNN2,O04294,1,0.9999973773956299
Q9FWS3,Q9XFM0,1,0.9991592168807983
Q9FWS3,Q9XFM0,1,0.9991592168807983
Q9FWS3,Q9XFM0,1,0.9991592168807983
Q9FYK5,Q9LEZ3,1,0.9998835325241089
Q9FYK5,Q9LEZ3,1,0.9998835325241089
Q9FZ98,Q8GXA4,1,0.9990115165710449
Q9FZ98,Q8VZ95,1,0.9925792813301086
Q9FZK5,Q9ASQ2,1,0.9998958110809326
Q9FZK5,O81042,1,0.9994744658470154
Q9LE82,Q8L7E5,1,0.1410430371761322
Q9LE82,Q8GXA4,1,0.9810252785682678
Q9LE82,Q9FH18,1,0.9935518503189087
Q9LE82,Q8GXA4,1,0.9810252785682678
Q9LE82,Q8GXA4,1,0.9810252785682678
Q9LEZ3,Q9LEZ3,1,0.9979628324508667
Q9LEZ3,Q9LDT3,1,0.9999995231628418
Q9LEZ3,Q9LS86,1,1.0
Q9LEZ3,Q8GYY1,1,0.9999998807907104
Q9LEZ3,F4IMQ0,1,0.9999911785125732
Q9LEZ3,Q9LDT3,1,0.9999995231628418
Q9LEZ3,O04292,1,0.9999998807907104
Q9LEZ3,O04292,1,0.9999998807907104
Q9LEZ3,Q9C5Z3,1,0.9992469549179077
Q9LEZ3,O04292,1,0.9999998807907104
Q9LEZ3,P32068,1,0.9999749660491943
Q9LEZ3,P32068,1,0.9999749660491943
Q9LEZ3,O04292,1,0.9999998807907104
Q9LEZ3,Q9SAD4,1,0.9999986886978149
Q9LEZ3,Q9LS86,1,1.0
Q9LEZ3,Q9LEZ3,1,0.9979628324508667
Q9LEZ3,Q9C8D1,1,0.9999994039535522
Q9LEZ3,Q9FK45,1,1.0
Q9LEZ3,O81788,1,1.0
Q9LEZ3,Q9FK45,1,1.0
Q9LEZ3,Q56XU4,1,0.9999997615814209
Q9LEZ3,Q8L925,1,0.9992910623550415
Q9LEZ3,Q8L925,1,0.9992910623550415
Q9LEZ3,Q8L925,1,0.9992910623550415
Q9LEZ3,Q9LS86,1,1.0
Q9LEZ3,Q9LEZ3,1,0.9979628324508667
Q9LEZ3,P32068,1,0.9999749660491943
Q9LEZ3,Q9C8D1,1,0.9999994039535522
Q9LEZ3,Q9C8D1,1,0.9999994039535522
Q9LEZ3,Q9CAA4,1,0.9997394680976868
Q9LEZ3,Q9C5Z3,1,0.9992469549179077
Q9LEZ3,Q9C5Z3,1,0.9992469549179077
Q9LEZ3,Q9FK45,1,1.0
Q9LEZ3,F4IMQ0,1,0.9999911785125732
Q9LEZ3,F4IMQ0,1,0.9999911785125732
Q9LEZ3,Q9XFB1,1,0.5151752829551697
Q9LEZ3,Q9LMT2,1,0.9999744892120361
Q9LEZ3,Q93ZB9,1,0.9998699426651001
Q9LEZ3,Q9FMB6,1,1.0
Q9LEZ3,Q8RYC8,1,0.9999974966049194
Q9LEZ3,Q9FMB6,1,1.0
Q9LEZ3,Q9FMB6,1,1.0
Q9LEZ3,Q93ZB9,1,0.9998699426651001
Q9LEZ3,Q9LN63,1,1.0
Q9LEZ3,Q9LN63,1,1.0
Q9LEZ3,Q9CAA4,1,0.9997394680976868
Q9LEZ3,Q93ZB9,1,0.9998699426651001
Q9LEZ3,Q9LMT2,1,0.9999744892120361
Q9LEZ3,Q9CAA4,1,0.9997394680976868
Q9LEZ3,Q9LMT2,1,0.9999744892120361
Q9LEZ3,Q9CAA4,1,0.9997394680976868
Q9LEZ3,Q9XFB1,1,0.5151752829551697
Q9LEZ3,Q9CAA4,1,0.9997394680976868
Q9LEZ3,Q9SAD4,1,0.9999986886978149
Q9LEZ3,Q9CAA4,1,0.9997394680976868
Q9LEZ3,Q9XFB1,1,0.5151752829551697
Q9LEZ3,Q9CAA4,1,0.9997394680976868
Q9LK55,Q8GYH9,1,0.9813545346260071
Q9LMN8,Q9LVR8,1,0.9999995231628418
Q9LNM6,Q8GYH9,1,0.9819471836090088
Q9LNM6,Q9LVR8,1,0.9987525939941406
Q9LNW0,O04294,1,0.9998692274093628
Q9LP52,Q8VZ95,1,0.9999995231628418
Q9LPF1,Q8GXA4,1,0.14518918097019196
Q9LPN5,Q9LVR8,1,0.9999033212661743
Q9LQ32,O04326,1,0.6734299659729004
Q9LQ32,Q8GXA4,1,0.8292100429534912
Q9LSE2,Q84JU6,1,1.0
Q9LSE2,Q84JU6,1,1.0
Q9LSE2,Q84JU6,1,1.0
Q9LSF6,Q8GXA4,1,0.9999396800994873
Q9LSP7,Q8GYH9,1,0.9994661211967468
Q9LSP7,Q9LVR8,1,0.9999817609786987
Q9LST3,Q9LEZ3,1,1.0
Q9LSW5,Q8VZ95,1,0.7575469017028809
Q9LT89,O64740,1,0.998887836933136
Q9LU74,O04294,1,0.9999998807907104
Q9LU93,Q9LW88,1,0.9514067769050598
Q9LUK6,O04294,1,0.9999971389770508
Q9LUV4,O04294,1,0.9999978542327881
Q9LVD9,O04326,1,0.9568862318992615
Q9LVQ7,Q9LEZ3,1,0.9999998807907104
Q9LVQ7,Q9LEZ3,1,0.9999998807907104
Q9LVZ7,Q8GXA4,1,0.9999876022338867
Q9LVZ7,Q8VZ95,1,0.9995854496955872
Q9LXJ0,Q8GWR1,1,0.41090816259384155
Q9LXU1,Q9LEZ3,1,0.9331205487251282
Q9LXU1,Q9LEZ3,1,0.9331205487251282
Q9LYD3,Q9LEZ3,1,0.9970019459724426
Q9LYP1,O04326,1,0.9999457597732544
Q9M0B0,Q9LVR8,1,0.999983549118042
Q9M0V3,Q38942,1,0.9999891519546509
Q9M1D0,Q8VZ95,1,0.620139479637146
Q9M1J7,O04326,1,0.97800213098526
Q9M1K3,Q9ZWT2,1,0.221548929810524
Q9M2J9,Q8GXA4,1,0.9999459981918335
Q9M2J9,Q8VZ95,1,0.998859167098999
Q9M2J9,O04326,1,0.9966133236885071
Q9M651,Q9FH18,1,0.9991779923439026
Q9M651,Q8L7E5,1,0.42964309453964233
Q9M9S6,Q8GXA4,1,0.9953115582466125
Q9M9S6,Q8VZ95,1,0.9710233807563782
Q9MAA7,O04294,1,0.9999877214431763
Q9MAA7,O04294,1,0.9999877214431763
Q9MAA7,O04294,1,0.9999877214431763
Q9S9K9,Q5YDB6,1,0.9999997615814209
Q9S9K9,Q9ZWS7,1,0.9999998807907104
Q9S9K9,Q94AI7,1,1.0
Q9SA00,Q9LVR8,1,0.9999961853027344
Q9SA23,Q8GXA4,1,0.999931812286377
Q9SA23,O04326,1,0.9953653812408447
Q9SA48,O04294,1,0.9999992847442627
Q9SAD4,Q9LEZ3,1,0.9999986886978149
Q9SAD4,Q9LEZ3,1,0.9999986886978149
Q9SCZ8,Q8GXA4,1,0.9999996423721313
Q9SD04,O04326,1,0.9921404719352722
Q9SEL6,Q8GXA4,1,0.9999988079071045
Q9SEU8,Q9S9K9,1,0.9999992847442627
Q9SG79,Q9FF75,1,0.9999856948852539
Q9SGI5,Q8VZ95,1,0.999461829662323
Q9SHG7,Q8GXA4,1,0.9992411136627197
Q9SHI7,Q9LVR8,1,0.9999916553497314
Q9SHI7,Q8GYH9,1,0.9999909400939941
Q9SIC8,O04294,1,0.9999996423721313
Q9SIC8,O04294,1,0.9999996423721313
Q9SIH4,Q8GXA4,1,0.9710633158683777
Q9SIH4,O04326,1,0.869674026966095
Q9SIQ8,O04326,1,0.7684630751609802
Q9SJH7,Q8GWR1,1,0.4527253806591034
Q9SK33,O04294,1,0.9999403953552246
Q9SRE4,Q8VZ95,1,0.9743272662162781
Q9SRE4,Q8GXA4,1,0.9964411854743958
Q9SRE4,O04326,1,0.9640859365463257
Q9SRT3,O04326,1,0.9960877895355225
Q9STW3,Q8VZ95,1,0.8423473834991455
Q9STW3,O04326,1,0.8490206003189087
Q9STW3,Q8GXA4,1,0.9557850360870361
Q9SU67,Q8GYH9,1,0.9997569918632507
Q9SU67,Q8GYH9,1,0.9997569918632507
Q9SVG8,Q9LVR8,1,0.9999967813491821
Q9SX65,O04294,1,0.9995168447494507
Q9SX96,Q8GYH9,1,0.48860955238342285
Q9SX96,Q9LVR8,1,0.9961293935775757
Q9SZB2,Q949W6,1,0.4955829977989197
Q9SZG0,Q8GYH9,1,0.9994370341300964
Q9SZG0,Q9LVR8,1,0.9999803304672241
Q9SZT7,Q9LVR8,1,0.9981139898300171
Q9SZZ4,O04294,1,0.9999914169311523
Q9XFM6,Q9LDM5,1,0.999983549118042
Q9XFM6,Q5PP32,1,0.34609463810920715
Q9XFM6,Q8GUN1,1,0.9999619722366333
Q9XFM6,P46032,1,0.9891126751899719
Q9XFM6,Q94KB4,1,0.9989080429077148
Q9XFM6,Q9FZ96,1,0.5236107110977173
Q9XFM6,P48421,1,0.7193433046340942
Q9XFM6,Q8LAI1,1,0.4102233052253723
Q9XFM6,Q9LRB5,1,0.7705012559890747
Q9XFM6,Q9M363,1,0.3887496888637543
