p1,p2,truth,prediction
63,187,1,0.9992062449455261
63,188,1,0.056628189980983734
63,189,1,0.8134149312973022
63,153,1,1.0
63,190,1,0.5193981528282166
63,63,1,0.9922435879707336
63,34,1,0.04933313652873039
63,191,1,0.9386799335479736
63,192,1,0.370419979095459
63,31,1,0.9774135947227478
63,193,1,0.9973269701004028
63,194,1,0.9999997615814209
63,195,1,0.9999991655349731
63,196,1,0.9999682903289795
63,197,1,1.0
63,86,1,0.01613566465675831
63,198,1,1.0
63,199,1,0.9999825954437256
63,46,1,1.0
63,200,1,1.0
63,201,1,0.9847521185874939
63,46,1,1.0
63,202,1,0.026248065754771233
63,203,1,0.0001516578922746703
63,204,1,1.0
63,46,1,1.0
63,205,1,0.0015724030090495944
63,206,1,0.3299921154975891
63,91,1,0.9903653264045715
63,207,1,0.9518540501594543
63,88,1,0.9682433605194092
208,63,1,0.8937857151031494
209,63,1,1.0
210,71,1,1.0
79,63,1,0.5118398070335388
79,211,1,0.0009166945237666368
212,213,1,0.9999912977218628
214,105,1,1.0
215,76,1,1.0
216,76,1,0.9950147271156311
24,6,1,1.0
217,27,1,1.0
147,63,1,1.0
147,27,1,1.0
218,27,1,1.0
219,71,1,1.0
220,63,1,0.7503218054771423
221,76,1,1.0
221,27,1,1.0
222,63,1,0.9462934136390686
68,223,1,1.0
68,224,1,0.9999752044677734
225,27,1,1.0
225,63,1,0.3504261076450348
225,76,1,0.004964901600033045
226,76,1,6.2725666793994606e-06
226,63,1,5.038448944105767e-05
227,76,1,1.0
228,59,1,1.0
229,63,1,0.9822337031364441
230,72,1,1.0
230,71,1,1.0
188,27,1,1.0
231,63,1,0.0013373875990509987
232,71,1,1.0
190,211,1,0.1554567664861679
190,77,1,0.9943610429763794
233,27,1,1.0
233,63,1,0.026184309273958206
211,78,1,0.9637612700462341
211,229,1,0.9326153993606567
211,234,1,0.9999997615814209
211,234,1,0.9999997615814209
211,78,1,0.9637612700462341
235,72,1,0.9500056505203247
235,71,1,1.0
149,236,1,1.0
149,98,1,1.0
237,63,1,0.9188923835754395
238,72,1,2.8667313017649576e-05
238,71,1,1.0
239,71,1,1.0
239,72,1,0.9999604225158691
240,241,1,1.0
240,242,1,1.0
240,243,1,1.0
240,244,1,1.0
240,245,1,0.08810612559318542
240,246,1,1.0
240,247,1,0.34712302684783936
240,248,1,0.9679126143455505
240,249,1,1.0
240,250,1,0.00021621849737130105
240,251,1,0.9999992847442627
240,252,1,1.0
240,253,1,0.19171559810638428
240,254,1,0.9999969005584717
240,255,1,0.9999849796295166
256,63,1,1.0
256,27,1,1.0
257,65,1,1.0
257,101,1,1.0
257,101,1,1.0
258,259,1,0.9999880790710449
258,260,1,1.0
261,5,1,1.0
261,5,1,1.0
261,5,1,1.0
261,5,1,1.0
261,5,1,1.0
261,5,1,1.0
261,5,1,1.0
262,6,1,1.0
263,264,1,1.0
263,265,1,0.9263455271720886
266,63,1,1.0
267,77,1,0.9999998807907104
268,68,1,1.0
269,270,1,1.0
271,6,1,1.0
131,76,1,1.0
131,263,1,1.0
131,263,1,1.0
131,131,1,1.0
131,149,1,1.0
131,144,1,0.9999933242797852
131,98,1,1.0
131,131,1,1.0
131,76,1,1.0
272,72,1,0.13807490468025208
145,63,1,0.9968587160110474
273,105,1,1.0
273,105,1,1.0
274,5,1,1.0
274,5,1,1.0
274,5,1,1.0
275,76,1,0.9999997615814209
275,131,1,0.9999997615814209
276,72,1,6.279410627030302e-07
276,71,1,0.9999984502792358
277,6,1,1.0
278,279,1,1.0
278,279,1,1.0
278,279,1,1.0
280,5,1,1.0
280,5,1,1.0
40,76,1,0.999360978603363
40,63,1,0.9978935122489929
281,211,1,1.0
281,77,1,1.0
144,98,1,1.0
144,76,1,0.9993932247161865
144,131,1,0.9999933242797852
144,76,1,0.9993932247161865
144,76,1,0.9993932247161865
5,5,1,1.0
5,282,1,1.0
5,283,1,1.0
5,284,1,1.0
5,285,1,1.0
5,282,1,1.0
5,4,1,1.0
5,4,1,1.0
5,286,1,1.0
5,4,1,1.0
5,287,1,1.0
5,287,1,1.0
5,4,1,1.0
5,288,1,1.0
5,283,1,1.0
5,5,1,1.0
5,289,1,1.0
5,290,1,1.0
5,291,1,1.0
5,290,1,1.0
5,292,1,1.0
5,293,1,1.0
5,293,1,1.0
5,293,1,1.0
5,283,1,1.0
5,5,1,1.0
5,287,1,1.0
5,289,1,1.0
5,289,1,1.0
5,261,1,1.0
5,286,1,1.0
5,286,1,1.0
5,290,1,1.0
5,285,1,1.0
5,285,1,1.0
5,294,1,0.9998044371604919
5,295,1,0.9999995231628418
5,296,1,0.9999997615814209
5,274,1,1.0
5,297,1,1.0
5,274,1,1.0
5,274,1,1.0
5,296,1,0.9999997615814209
5,298,1,1.0
5,298,1,1.0
5,261,1,1.0
5,296,1,0.9999997615814209
5,295,1,0.9999995231628418
5,261,1,1.0
5,295,1,0.9999995231628418
5,261,1,1.0
5,294,1,0.9998044371604919
5,261,1,1.0
5,288,1,1.0
5,261,1,1.0
5,294,1,0.9998044371604919
5,261,1,1.0
192,72,1,0.8059878349304199
299,71,1,1.0
300,72,1,0.9998396635055542
300,71,1,1.0
301,6,1,1.0
302,63,1,1.0
303,76,1,1.947071496033459e-06
304,71,1,1.0
305,27,1,1.0
305,76,1,1.0
306,307,1,1.0
306,307,1,1.0
306,307,1,1.0
193,76,1,1.0
308,72,1,0.966168224811554
308,71,1,1.0
309,5,1,0.9999871253967285
47,63,1,0.4812556505203247
310,65,1,1.0
311,6,1,1.0
312,313,1,1.0
314,6,1,1.0
315,6,1,1.0
186,27,1,1.0
316,5,1,1.0
316,5,1,1.0
317,76,1,0.9473735094070435
317,63,1,0.9440284967422485
318,134,1,1.0
319,5,1,0.9999666213989258
319,5,1,0.9999666213989258
320,5,1,1.0
204,27,1,1.0
321,71,1,1.0
322,323,1,1.0
324,63,1,0.9997383952140808
325,27,1,1.0
326,327,1,1.0
328,76,1,1.0
328,63,1,1.0
328,27,1,1.0
143,131,1,0.13327719271183014
143,98,1,0.9926580786705017
53,76,1,0.9946832060813904
53,63,1,0.06059566140174866
329,6,1,1.0
329,6,1,1.0
329,6,1,1.0
101,113,1,1.0
101,260,1,1.0
101,330,1,1.0
331,71,1,1.0
332,76,1,0.9997254014015198
332,27,1,1.0
333,6,1,1.0
288,5,1,1.0
288,5,1,1.0
334,76,1,1.0
335,27,1,1.0
336,76,1,1.0
337,101,1,1.0
338,263,1,1.0
339,63,1,1.0
46,76,1,1.0
340,71,1,1.0
340,72,1,0.9999996423721313
341,6,1,1.0
341,6,1,1.0
342,76,1,1.0
342,27,1,1.0
194,27,1,1.0
343,134,1,1.0
344,6,1,1.0
345,63,1,1.0
345,76,1,1.0
345,27,1,1.0
346,27,1,1.0
347,63,1,0.052013058215379715
347,27,1,1.0
347,76,1,0.9728052020072937
348,72,1,1.0
348,72,1,1.0
349,71,1,1.0
350,6,1,1.0
351,72,1,1.0
351,71,1,1.0
352,68,1,1.0
353,72,1,0.9884228110313416
353,71,1,1.0
354,71,1,0.9999996423721313
355,6,1,1.0
270,356,1,1.0
270,357,1,0.9999955892562866
270,358,1,1.0
270,359,1,1.0
270,360,1,1.0
270,361,1,0.9998855590820312
270,362,1,1.0
270,363,1,1.0
270,364,1,0.9999990463256836
270,365,1,0.9998888969421387
270,366,1,1.0
270,367,1,1.0
270,368,1,1.0
270,369,1,1.0
270,370,1,0.9998880624771118
270,371,1,1.0
270,252,1,1.0
270,372,1,0.9999618530273438
270,373,1,1.0
270,374,1,0.9999970197677612
270,375,1,0.9999996423721313
270,376,1,0.999736487865448
270,377,1,0.9999988079071045
270,378,1,0.999998927116394
270,379,1,1.0
270,380,1,0.9999998807907104
270,381,1,1.0
270,382,1,1.0
270,383,1,0.9904242157936096
270,384,1,0.9999997615814209
270,385,1,1.0
270,386,1,0.9999550580978394
270,387,1,1.0
270,388,1,1.0
270,389,1,1.0
270,390,1,0.9999792575836182
270,391,1,0.9999998807907104
270,392,1,0.9287671446800232
270,393,1,1.0
270,394,1,1.0
270,395,1,0.9999986886978149
270,396,1,1.0
270,397,1,1.0
270,398,1,0.5334678888320923
270,399,1,1.0
270,400,1,0.9676604866981506
270,401,1,0.9999998807907104
270,402,1,1.0
403,5,1,1.0
404,63,1,0.9999983310699463
54,76,1,0.002654137322679162
405,71,1,1.0
406,27,1,1.0
407,63,1,8.843817340675741e-05
407,76,1,5.427084488474065e-07
408,76,1,1.0
142,63,1,0.9991644620895386
260,258,1,1.0
327,409,1,1.0
81,321,0,0.0012407107278704643
116,87,0,0.999998927116394
260,399,0,1.0
239,206,0,1.0
22,368,0,1.0
37,330,0,1.0
78,204,0,1.0
0,346,0,1.0
4,137,0,1.0
218,129,0,0.023767966777086258
319,69,0,0.9999995231628418
20,186,0,0.9999988079071045
281,200,0,1.0
351,202,0,1.0
72,318,0,0.9999997615814209
110,356,0,1.0
307,403,0,1.0
169,253,0,0.8740620613098145
59,299,0,1.0
47,116,0,0.8700779676437378
19,371,0,1.0
274,250,0,0.9999998807907104
18,244,0,1.0
409,285,0,1.0
213,98,0,0.999896764755249
155,135,0,0.9955160021781921
240,276,0,2.2464706489699893e-05
370,68,0,0.9999948740005493
255,207,0,0.9987102746963501
144,38,0,1.0
138,402,0,1.0
374,142,0,0.9993634819984436
27,134,0,1.0
211,178,0,0.9948839545249939
270,101,0,1.0
275,363,0,0.9978206157684326
252,288,0,1.0
187,349,0,0.9999996423721313
273,80,0,0.9999955892562866
315,187,0,1.0
327,357,0,1.0
6,220,0,1.0
222,164,0,1.0
383,176,0,5.5161426644190215e-06
21,333,0,1.0
40,216,0,1.0
297,212,0,1.0
368,5,0,1.0
212,82,0,0.9997995495796204
148,322,0,0.9999995231628418
51,117,0,1.0
50,379,0,1.0
101,198,0,1.0
201,65,0,0.9999967813491821
266,391,0,1.0
344,60,0,1.0
199,183,0,1.0
112,309,0,0.07761915773153305
393,179,0,0.9999997615814209
254,386,0,0.5705476999282837
83,45,0,0.999819815158844
312,48,0,1.0
336,155,0,1.0
111,1,0,1.0
165,167,0,0.03449122980237007
35,388,0,1.0
92,372,0,0.9999998807907104
113,327,0,1.0
320,338,0,1.0
24,132,0,1.0
308,354,0,0.9999206066131592
327,185,0,1.0
128,314,0,0.013741014525294304
303,99,0,1.0
389,114,0,1.0
65,161,0,1.0
349,128,0,0.8820817470550537
71,304,0,1.0
283,63,0,1.0
58,376,0,0.9999709129333496
157,148,0,0.9999998807907104
366,226,0,1.0
61,79,0,1.0
278,72,0,1.0
32,245,0,0.9999986886978149
63,123,0,1.0
388,41,0,0.026936067268252373
31,300,0,1.0
220,37,0,1.0
224,252,0,0.9249058961868286
330,94,0,0.9999991655349731
174,210,0,0.9988161325454712
197,51,0,1.0
42,219,0,0.9999932050704956
91,115,0,1.0
100,182,0,1.0
166,195,0,1.0
62,154,0,0.9999998807907104
401,306,0,1.0
284,400,0,0.9995723366737366
179,257,0,1.0
352,69,0,1.0
259,56,0,0.9999890327453613
87,247,0,0.9999997615814209
153,171,0,1.0
23,202,0,1.0
256,388,0,1.0
403,110,0,1.0
290,62,0,1.0
136,221,0,1.0
98,145,0,0.9999996423721313
355,288,0,1.0
375,344,0,0.7887064218521118
76,92,0,1.0
183,139,0,0.9999914169311523
46,320,0,1.0
99,230,0,1.0
196,187,0,1.0
26,408,0,1.0
267,143,0,3.211959847249091e-05
114,103,0,0.9999991655349731
238,394,0,0.04595343396067619
342,66,0,1.0
28,84,0,1.0
82,47,0,0.9741835594177246
146,99,0,1.0
226,0,0,1.0
328,265,0,1.0
394,154,0,0.9998918771743774
398,323,0,1.0
314,13,0,1.0
34,186,0,0.00446357810869813
381,112,0,0.9999768733978271
90,147,0,1.0
181,325,0,1.0
311,195,0,1.0
182,10,0,1.0
404,339,0,1.0
397,347,0,1.0
261,19,0,1.0
7,407,0,1.0
293,273,0,1.0
135,316,0,0.0001768083602655679
231,303,0,0.9999986886978149
385,256,0,1.0
152,134,0,1.0
334,119,0,1.0
205,356,0,0.9999959468841553
105,59,0,1.0
86,276,0,8.313789408020966e-07
207,4,0,0.9999986886978149
386,391,0,0.9999992847442627
298,399,0,1.0
243,371,0,1.0
39,211,0,0.0009986873483285308
204,397,0,1.0
345,97,0,1.0
151,85,0,1.0
119,360,0,1.0
194,50,0,1.0
203,280,0,1.0
269,23,0,1.0
277,219,0,0.9999741315841675
253,209,0,1.0
324,392,0,3.9550988731207326e-05
341,131,0,1.0
264,299,0,1.0
103,102,0,0.9999995231628418
48,343,0,1.0
232,9,0,1.0
221,28,0,1.0
1,304,0,1.0
123,122,0,1.0
85,370,0,1.101965381167247e-06
171,177,0,1.0
143,184,0,0.0006068325601518154
129,42,0,4.2211616424481235e-09
362,79,0,1.0
154,390,0,0.9694189429283142
313,334,0,1.0
84,61,0,1.0
96,387,0,1.0
285,188,0,1.0
237,44,0,1.0
280,22,0,1.0
395,148,0,0.0074452608823776245
263,160,0,1.0
186,235,0,0.8194460868835449
45,136,0,1.0
210,332,0,0.9896773099899292
331,106,0,1.0
158,5,0,1.0
8,12,0,1.0
235,342,0,0.9999982118606567
12,308,0,1.0
64,238,0,0.018703248351812363
202,39,0,0.7454654574394226
380,65,0,0.9999990463256836
230,144,0,1.0
339,26,0,1.0
13,72,0,1.0
16,200,0,1.0
191,158,0,1.0
159,202,0,0.0007326363702304661
219,90,0,1.0
279,236,0,1.0
9,383,0,1.0
89,28,0,1.0
233,365,0,0.9580033421516418
337,266,0,1.0
80,142,0,0.9999998807907104
68,109,0,1.0
228,213,0,1.0
364,337,0,1.0
121,54,0,0.9979403614997864
124,100,0,1.0
126,395,0,0.03511347994208336
109,278,0,1.0
11,211,0,0.9999997615814209
137,403,0,1.0
102,115,0,1.0
185,41,0,0.9999998807907104
384,345,0,1.0
170,141,0,1.0
200,81,0,1.0
378,173,0,0.9657066464424133
350,390,0,0.9734886288642883
142,359,0,1.0
296,161,0,1.0
305,55,0,1.0
406,243,0,1.0
361,24,0,1.0
95,43,0,1.0
405,327,0,1.0
69,299,0,1.0
133,281,0,1.0
17,255,0,1.0
379,150,0,1.0
329,85,0,0.9998922348022461
247,89,0,0.9863401651382446
251,99,0,1.0
190,315,0,0.9870350956916809
358,307,0,1.0
371,371,0,1.0
325,235,0,1.0
391,153,0,1.0
323,59,0,1.0
376,338,0,0.9792952537536621
193,321,0,1.0
400,199,0,0.00887742917984724
282,330,0,1.0
55,4,0,1.0
173,209,0,1.0
242,280,0,1.0
132,362,0,0.9999992847442627
359,174,0,1.0
244,34,0,0.9999998807907104
300,169,0,1.0
288,352,0,1.0
363,67,0,1.0
107,373,0,0.9883117079734802
408,309,0,1.0
291,18,0,1.0
56,66,0,1.0
145,284,0,0.9999998807907104
198,333,0,1.0
227,237,0,0.9989941716194153
53,152,0,1.0
189,388,0,0.9999573230743408
104,136,0,0.0009943721815943718
372,31,0,0.8455513715744019
10,232,0,1.0
97,364,0,0.9385772347450256
180,172,0,1.0
115,58,0,1.0
258,394,0,1.0
131,220,0,0.9999059438705444
392,131,0,0.006094019860029221
332,350,0,0.9996137022972107
25,253,0,0.9999997615814209
246,159,0,0.9999964237213135
156,155,0,1.0
229,239,0,0.9999996423721313
43,184,0,0.9983365535736084
399,122,0,1.0
178,121,0,1.0
299,133,0,0.0006494031986221671
41,234,0,1.0
57,297,0,1.0
75,407,0,0.9999786615371704
317,387,0,1.0
272,398,0,1.0018115226273494e-08
5,375,0,0.9999992847442627
302,268,0,1.0
93,179,0,1.0
127,357,0,1.0
184,285,0,1.0
268,27,0,1.0
318,242,0,1.0
347,97,0,0.9852890372276306
38,38,0,1.0
346,136,0,1.0
250,2,0,0.9998645782470703
209,261,0,1.0
225,233,0,0.9999980926513672
390,327,0,1.0
125,13,0,1.0
396,133,0,0.000565903726965189
223,277,0,0.9976759552955627
2,27,0,1.0
214,379,0,1.0
343,381,0,0.9999979734420776
172,394,0,0.999990701675415
340,363,0,1.0
94,290,0,1.0
294,300,0,0.9958048462867737
70,223,0,0.9736701250076294
333,273,0,1.0
357,142,0,0.9987806677818298
118,20,0,1.0
287,177,0,1.0
248,238,0,0.38573163747787476
382,215,0,1.0
14,15,0,1.0
295,308,0,0.9990143775939941
265,100,0,1.0
356,320,0,1.0
236,352,0,1.0
108,330,0,0.9990895986557007
276,123,0,1.0
234,309,0,0.9999998807907104
88,400,0,0.5774620771408081
160,268,0,0.9999924898147583
360,272,0,1.0
77,76,0,0.9999994039535522
338,240,0,1.0
33,148,0,0.9632485508918762
164,135,0,1.0
241,387,0,1.0
44,29,0,1.0
348,211,0,0.9999991655349731
206,172,0,1.0
369,49,0,1.0
30,85,0,0.09811587631702423
149,403,0,1.0
54,180,0,0.9999974966049194
161,374,0,1.0
326,253,0,0.061247631907463074
36,209,0,1.0
286,213,0,0.9999998807907104
162,68,0,1.0
167,358,0,1.0
407,236,0,1.0
192,364,0,0.9991183876991272
301,361,0,0.997582197189331
402,19,0,1.0
73,262,0,0.039539918303489685
147,347,0,0.9999998807907104
249,284,0,1.0
29,115,0,1.0
117,91,0,1.0
257,383,0,1.0
188,386,0,0.003538882825523615
353,84,0,0.9999850988388062
134,366,0,1.0
49,58,0,1.0
216,279,0,1.0
354,248,0,0.6278809905052185
122,113,0,1.0
316,109,0,1.0
322,183,0,1.0
163,181,0,1.0
365,60,0,0.000844817899633199
60,348,0,1.0
67,250,0,1.0
310,184,0,0.9999996423721313
373,24,0,1.0
52,227,0,1.0
208,158,0,1.0
335,160,0,1.0
106,126,0,1.0
215,225,0,1.0
3,362,0,1.0
377,119,0,1.0
175,345,0,1.0
141,241,0,1.0
15,82,0,0.9999995231628418
66,187,0,1.0
74,343,0,4.260190422655796e-08
306,98,0,1.0
130,194,0,1.0
177,388,0,1.0
150,176,0,1.0
120,121,0,1.0
309,152,0,0.9999996423721313
292,232,0,1.0
195,159,0,0.9999998807907104
289,147,0,1.0
387,169,0,1.0
262,396,0,0.9996426105499268
321,396,0,1.0
367,322,0,1.0
79,18,0,0.8957691192626953
217,342,0,1.0
271,61,0,1.0
176,281,0,1.0
168,124,0,0.5865024328231812
245,280,0,1.0
304,97,0,0.9999997615814209
140,154,0,0.9999998807907104
139,211,0,1.127914492826676e-05
81,175,0,0.9999998807907104
116,62,0,0.9978118538856506
260,34,0,1.0
239,241,0,1.0
22,94,0,0.9980644583702087
37,81,0,0.9981456995010376
78,76,0,0.9999994039535522
0,111,0,1.0
4,309,0,0.9963665008544922
218,239,0,1.0
319,46,0,0.9999997615814209
20,385,0,1.0
281,233,0,1.0
351,117,0,1.0
72,137,0,0.8860390782356262
110,369,0,1.0
307,102,0,1.0
169,260,0,1.0
59,157,0,1.0
47,95,0,1.0
19,107,0,0.9993748068809509
274,88,0,1.0
18,242,0,1.0
409,392,0,0.01113665010780096
213,337,0,0.9999642372131348
155,368,0,1.0
240,308,0,0.9999991655349731
370,15,0,0.9999997615814209
255,105,0,1.0
144,149,0,1.0
138,98,0,1.0
374,305,0,1.0
27,330,0,1.0
211,257,0,1.0
270,130,0,1.0
275,213,0,0.9931415915489197
252,261,0,1.0
187,33,0,0.9995470643043518
273,161,0,1.0
315,162,0,1.0
327,80,0,1.0
6,384,0,1.0
222,206,0,0.9999992847442627
383,89,0,0.02303619123995304
21,211,0,1.0
40,123,0,1.0
297,331,0,1.0
368,64,0,1.0
212,44,0,1.0
148,110,0,1.0
51,258,0,1.0
50,143,0,0.9999979734420776
101,254,0,1.0
201,128,0,0.9999990463256836
266,120,0,1.0
344,264,0,1.0
199,104,0,0.07288071513175964
112,193,0,2.0586912796716206e-05
393,277,0,1.0
254,223,0,0.991541862487793
83,30,0,0.041733518242836
312,219,0,0.9999918937683105
336,8,0,1.0
111,344,0,0.7157484889030457
165,346,0,0.9993962049484253
35,399,0,1.0
92,82,0,0.9999914169311523
113,209,0,1.0
320,338,0,1.0
24,67,0,1.0
308,375,0,0.9999476671218872
327,400,0,0.9999982118606567
128,288,0,1.0
303,278,0,1.0
389,51,0,1.0
65,177,0,1.0
349,374,0,0.998225748538971
71,244,0,1.0
283,185,0,1.0
58,165,0,1.0
157,297,0,0.9999994039535522
366,407,0,1.0
61,0,0,1.0
278,100,0,1.0
32,38,0,1.0
63,333,0,1.0
388,348,0,1.0
31,272,0,0.050204429775476456
220,1,0,1.0
224,287,0,2.1865101018647692e-07
330,256,0,1.0
174,393,0,0.9998956918716431
197,150,0,1.0
42,127,0,0.9999998807907104
91,57,0,1.0
100,314,0,1.0
166,58,0,1.0
62,135,0,0.06394525617361069
401,47,0,0.9977701902389526
284,329,0,1.0
179,378,0,0.9983174800872803
352,349,0,0.9999998807907104
259,184,0,0.37110278010368347
87,379,0,1.0
153,79,0,1.0
23,350,0,1.0
256,344,0,1.0
403,68,0,1.0
290,3,0,1.0
136,179,0,0.9999991655349731
98,33,0,0.9999998807907104
355,338,0,1.0
375,210,0,0.9998644590377808
76,327,0,1.0
183,360,0,1.0
46,232,0,1.0
99,314,0,1.0
196,278,0,1.0
26,80,0,1.0
267,252,0,1.0
114,317,0,1.0
238,148,0,0.19972725212574005
342,248,0,0.9999977350234985
28,19,0,1.0
82,245,0,0.07716545462608337
146,167,0,1.0
226,15,0,1.0
328,77,0,1.0
394,206,0,1.0
398,208,0,5.8995105064241216e-05
314,101,0,1.0
34,133,0,2.0804854727884958e-07
381,157,0,1.0
90,40,0,1.0
181,292,0,1.0
311,389,0,1.0
182,246,0,1.0
404,13,0,1.0
397,194,0,1.0
261,193,0,1.0
7,267,0,1.0
293,181,0,1.0
135,185,0,0.9999237060546875
231,96,0,1.0
385,138,0,1.0
152,289,0,1.0
334,244,0,1.0
205,236,0,1.0
105,288,0,1.0
86,223,0,0.012128680013120174
207,322,0,0.9999481439590454
386,217,0,0.8026137948036194
298,358,0,1.0
243,320,0,1.0
39,348,0,1.0
204,381,0,1.0
345,343,0,0.9999998807907104
151,87,0,1.0
119,271,0,1.0
194,340,0,1.0
203,152,0,0.9999996423721313
