p1,p2,truth,prediction
Q8GXA4,Q9LDU6,1,0.044138308614492416
Q8GXA4,Q9ZVX8,1,0.014761686325073242
Q8GXA4,Q9M651,1,0.04306269437074661
Q8GXA4,P47192,1,0.15777909755706787
Q8GXA4,Q8GW44,1,0.6287100315093994
Q8GXA4,Q8GW44,1,0.6287100315093994
Q8GXA4,Q5XF13,1,0.12990868091583252
Q8GXA4,Q41975,1,0.0854271948337555
Q8GXA4,P82874,1,0.14890742301940918
Q8GXA4,O81062,1,0.01671575754880905
Q8GXA4,Q9LE82,1,0.002645164029672742
Q8GXA4,Q9FK55,1,0.458246111869812
Q8GXA4,Q8RY98,1,0.1082964688539505
Q8GXA4,Q8GXA4,1,0.43421122431755066
Q8GXA4,Q93ZQ3,1,0.19387954473495483
Q8GXA4,Q94A32,1,0.0006797894602641463
Q8GXA4,Q9C500,1,0.0005920169060118496
Q8GXA4,Q5XEV3,1,0.017517007887363434
Q8GXA4,Q9FH18,1,0.45331525802612305
Q8GXA4,Q84MC7,1,0.5429471135139465
Q8GXA4,Q9FH92,1,0.13639873266220093
Q8GXA4,Q9FVX3,1,0.02258138358592987
Q8GXA4,Q9FKK1,1,0.023140324279665947
Q8GXA4,Q9FL61,1,0.033276334404945374
Q8GXA4,Q9ZQ38,1,0.22921866178512573
Q8GXA4,Q9LJD9,1,0.14901721477508545
Q8GXA4,Q9LE82,1,0.002645164029672742
Q8GXA4,Q6NQG3,1,0.03786496818065643
Q8GXA4,Q9SY29,1,0.005661336239427328
Q8GXA4,Q84MC7,1,0.5429471135139465
Q8GXA4,Q84MC7,1,0.5429471135139465
Q8GY51,O04294,1,0.993630588054657
Q8GYN0,Q8GXA4,1,0.016276393085718155
Q8GYS8,Q8GXA4,1,0.307508260011673
Q8GYX3,O04294,1,0.9998288154602051
Q8H1S2,O04294,1,0.9973881840705872
Q8L586,Q8VZ95,1,0.0012537934817373753
Q8L603,Q8GXA4,1,0.13072346150875092
Q8L748,P10797,1,0.8710071444511414
Q8L7E5,Q8GXA4,1,0.4959770739078522
Q8L7E5,Q9LE82,1,0.00013611445319838822
Q8L7E5,Q9LE82,1,0.00013611445319838822
Q8L7E5,Q9LE82,1,0.00013611445319838822
Q8L7E5,Q9LE82,1,0.00013611445319838822
Q8L7E5,Q8L7E5,1,0.708727240562439
Q8L7E5,Q8GXA4,1,0.4959770739078522
Q8L7E5,Q8GXA4,1,0.4959770739078522
Q8L7E5,Q8GXA4,1,0.4959770739078522
Q8L7F7,Q9FFV8,1,0.6167995929718018
Q8L7F7,Q9SB65,1,0.0028949854895472527
Q8L7G9,O04294,1,3.6781882954528555e-05
Q8L8N3,O04294,1,0.9628052115440369
Q8LB17,Q8VZ95,1,0.6109820008277893
Q8LB17,O04326,1,0.023910030722618103
Q8LBH4,Q949W6,1,0.9777736067771912
Q8LEQ4,Q8VZ95,1,0.5252494812011719
Q8LG50,Q9LVR8,1,0.12450607120990753
Q8LPR2,O04294,1,0.6141733527183533
Q8LPR5,Q9S9K9,1,0.9915101528167725
Q8RXL7,Q8GXA4,1,0.023506414145231247
Q8RXL7,Q8VZ95,1,0.6626794338226318
Q8RY62,O04326,1,0.05426403135061264
Q8RY98,Q9LVR8,1,0.5788698792457581
Q8RYE2,Q8GYH9,1,0.5647861361503601
Q8RYE2,Q9LVR8,1,6.17314872215502e-05
Q8S8K0,Q8GXA4,1,0.10923009365797043
Q8VYS5,Q9LVR8,1,0.027160925790667534
Q8VYV9,Q8GXA4,1,0.0017886125715449452
Q8VZ48,Q8GXA4,1,0.06026824191212654
Q8VZ95,Q8GXA4,1,0.08828858286142349
Q8VZ95,Q6IDC5,1,0.5457859635353088
Q8VZ95,Q8L9M7,1,0.662918210029602
Q8VZ95,Q84W04,1,0.2553849220275879
Q8VZ95,O82245,1,0.009858682751655579
Q8VZ95,Q8L615,1,0.019446086138486862
Q8VZ95,Q9M1J1,1,0.34732794761657715
Q8VZ95,Q9LXV1,1,0.011269315145909786
Q8VZ95,Q9LXV1,1,0.011269315145909786
Q8VZ95,Q8GWT5,1,0.4506317675113678
Q8VZ95,Q9LVD9,1,0.6102604866027832
Q8VZ95,Q9FI47,1,0.06341086328029633
Q8VZ95,Q9ZV66,1,0.01151856780052185
Q8VZ95,Q9CAN1,1,0.22930772602558136
Q8VZ95,Q9LJU6,1,0.6869946718215942
Q8VZ95,F4KFS7,1,0.07914583384990692
Q8VZ95,Q94CH8,1,0.38488176465034485
Q8VZ95,Q9FH80,1,0.0017619677819311619
Q8VZ95,Q9FVX3,1,0.6691896915435791
Q8VZ95,Q94F58,1,0.14029093086719513
Q8VZ95,Q8VZ95,1,0.388349324464798
Q8VZ95,O22690,1,0.47920823097229004
Q8VZ95,Q9SX83,1,0.3920397162437439
Q8VZ95,Q9LK55,1,0.6398389339447021
Q8VZ95,Q9LXV1,1,0.011269315145909786
Q8VZ95,Q9LSF6,1,0.0007065277895890176
Q8VZ95,Q9SIQ8,1,0.057469744235277176
Q8VZ95,Q8H157,1,0.40431636571884155
Q8VZ95,O64587,1,0.08725611865520477
Q8VZ95,Q8L7U7,1,0.022783178836107254
Q8VZ95,P30302,1,0.5455910563468933
Q8VZ95,Q940Y1,1,0.010846181772649288
Q8VZ95,Q9M325,1,0.4094882905483246
Q8VZ95,Q9SHG7,1,0.09069941937923431
Q8VZ95,Q9ZUA5,1,0.39907553791999817
Q8VZ95,Q94B75,1,0.5102819800376892
Q8VZ95,Q9SHG7,1,0.09069941937923431
Q8VZ95,Q9M9U3,1,0.3650139272212982
Q8VZ95,Q9SVG0,1,0.5721784234046936
Q8VZ95,Q9LYP1,1,0.02145932801067829
Q8VZ95,Q9SHG7,1,0.09069941937923431
Q8VZ95,Q9SS37,1,0.251350462436676
Q8VZ95,Q8L616,1,0.5634307265281677
Q8VZ95,P93004,1,0.050933487713336945
Q8VZ95,Q9LNH6,1,0.05605306848883629
Q8VZ95,P59229,1,0.5066834688186646
Q8VZJ5,Q8VZ95,1,0.017667794600129128
Q8VZU2,Q8VZ95,1,0.031557369977235794
Q8VZU9,Q9LVR8,1,0.8603808879852295
Q8VZW1,Q8VZ95,1,0.5473129153251648
Q8VZW1,Q9ASQ2,1,0.27852901816368103
Q8W4D8,Q8GYF7,1,0.9999262094497681
Q93V43,Q9SGD1,1,0.9998724460601807
Q93V66,Q8GXA4,1,0.0592069998383522
Q93V85,Q8GXA4,1,0.00566833047196269
Q93WC7,O04294,1,0.005234832875430584
Q93Z42,O04326,1,0.3921354413032532
Q93ZQ3,Q8VZ95,1,0.26972195506095886
Q93ZQ3,O04326,1,0.04384288936853409
Q93ZW4,O04326,1,0.5497197508811951
Q944H2,Q9LVR8,1,0.6420171856880188
Q945Q4,Q8VZ95,1,0.21043775975704193
Q946Y7,Q8GXA4,1,0.1762303113937378
Q946Y7,O04326,1,0.013803763315081596
Q949W5,Q8VZ95,1,0.4710858166217804
Q949W6,Q9LPU9,1,0.02268054336309433
Q949W6,Q9LZM7,1,0.6085013747215271
Q94A99,O04326,1,0.35588085651397705
Q94A99,Q8VZ95,1,0.3064258396625519
Q94A99,Q8GXA4,1,0.0054975454695522785
Q94AP3,Q8GXA4,1,0.01662546955049038
Q94AP3,Q8VZ95,1,0.6462839245796204
Q94AV5,Q8GXA4,1,0.5390181541442871
Q94AY3,O22873,1,0.04842200502753258
Q94BX2,Q8VZ95,1,0.08442631363868713
Q94CG2,Q8GYH9,1,0.4631827175617218
Q94CG2,Q9LVR8,1,0.03089931420981884
Q94CH8,O04326,1,0.06583135575056076
Q94EI9,Q8VZ95,1,0.23252253234386444
Q94F23,Q9LVR8,1,0.685720682144165
Q94F58,Q9ASQ2,1,0.3955032527446747
Q94F58,O81042,1,0.08004270493984222
Q94JU2,O04326,1,0.0021172643173485994
Q94JU2,Q8VZ95,1,0.7016602158546448
Q9ASQ2,F4JN35,1,0.005384937860071659
Q9ASQ2,Q94BX2,1,0.06562990695238113
Q9ASQ2,Q9M126,1,0.04409732669591904
Q9ASQ2,Q9M126,1,0.04409732669591904
Q9ASQ2,F4JN35,1,0.005384937860071659
Q9AST5,Q8GYH9,1,0.003989218734204769
Q9AST5,Q9LVR8,1,0.6101068258285522
Q9C500,A8MQR0,1,0.00025420705787837505
Q9C500,Q8L7E5,1,1.756802885211073e-05
Q9C521,Q8VZ95,1,0.7502412796020508
Q9C7D7,Q8GYH9,1,0.0014397262129932642
Q9C7D7,Q9LVR8,1,0.702322781085968
Q9C835,Q9LVR8,1,0.0011639301665127277
Q9C835,Q8GYH9,1,0.49391281604766846
Q9C900,Q9SV74,1,0.0013353080721572042
Q9C900,O82390,1,0.0014713129494339228
Q9C900,Q6NKQ9,1,0.0005838288343511522
Q9C900,Q9C7S5,1,0.001112382160499692
Q9C900,F4KIB2,1,0.9991982579231262
Q9C900,Q9SY89,1,0.993465006351471
Q9C900,Q9FE70,1,0.00016395829152315855
Q9C900,Q9ZW05,1,0.9677122831344604
Q9C900,Q7XA70,1,0.0008420058875344694
Q9C900,Q9M8T0,1,0.9009628295898438
Q9C900,Q9FZB1,1,0.9622285962104797
Q9C900,Q8RXK1,1,0.6343669891357422
Q9C900,Q9LRT1,1,0.9999122619628906
Q9C900,Q67ZM7,1,8.15971361589618e-06
Q9C900,Q9SNA0,1,0.006790755316615105
Q9C933,Q8VZ95,1,0.049009811133146286
Q9C933,O04326,1,0.46458128094673157
Q9C9L2,O64740,1,0.0619431734085083
Q9C9L2,Q9S9K9,1,0.9784842133522034
Q9C9L2,Q9S9K9,1,0.9784842133522034
Q9CA42,Q9SB04,1,6.146899522718741e-06
Q9CA42,Q9ZWS7,1,0.0010618373053148389
Q9CAA4,Q9LEZ3,1,0.16359499096870422
Q9CAA4,Q9LEZ3,1,0.16359499096870422
Q9CAA4,Q9LEZ3,1,0.16359499096870422
Q9CAA4,Q9LEZ3,1,0.16359499096870422
Q9CAA4,Q9LEZ3,1,0.16359499096870422
Q9CAA4,Q9LEZ3,1,0.16359499096870422
Q9CAA4,Q9LEZ3,1,0.16359499096870422
Q9CAK8,O04294,1,0.004822731949388981
Q9FF75,Q8RWU6,1,0.2467649132013321
Q9FF75,Q9FG89,1,0.06987160444259644
Q9FFK1,Q8VZ95,1,0.5941628217697144
Q9FFS0,O81042,1,3.501110157344556e-08
Q9FFS8,Q949W6,1,0.7107427716255188
Q9FG01,Q9XFM6,1,0.25453487038612366
Q9FGF5,O04294,1,0.8953803181648254
Q9FH18,Q8GXA4,1,0.45331525802612305
Q9FH18,Q9FF75,1,0.04243851825594902
Q9FH18,Q9FF75,1,0.04243851825594902
Q9FH18,Q9FH18,1,0.5153814554214478
Q9FH18,Q9C500,1,0.03476058319211006
Q9FH18,Q9LE82,1,0.06764546036720276
Q9FH18,Q8L7E5,1,0.501919686794281
Q9FH18,Q9FH18,1,0.5153814554214478
Q9FH18,Q8GXA4,1,0.45331525802612305
Q9FHB8,Q8GYH9,1,0.48070770502090454
Q9FK55,Q8VZ95,1,0.13072092831134796
Q9FLL0,Q9SGD1,1,0.010490600019693375
Q9FLL0,Q9SGD1,1,0.010490600019693375
Q9FMB6,Q9LEZ3,1,0.282877653837204
Q9FMB6,Q9LEZ3,1,0.282877653837204
Q9FMB6,Q9LEZ3,1,0.282877653837204
Q9FMH6,Q8GXA4,1,0.04517064988613129
Q9FMH6,Q9FH18,1,0.170285165309906
Q9FNH6,Q8GYH9,1,0.4843490719795227
Q9FNH6,Q9LVR8,1,0.012451734393835068
Q9FNN2,O04294,1,0.9990758895874023
Q9FWS3,Q9XFM0,1,0.05068349838256836
Q9FWS3,Q9XFM0,1,0.05068349838256836
Q9FWS3,Q9XFM0,1,0.05068349838256836
Q9FYK5,Q9LEZ3,1,0.09743236005306244
Q9FYK5,Q9LEZ3,1,0.09743236005306244
Q9FZ98,Q8GXA4,1,0.0284121036529541
Q9FZ98,Q8VZ95,1,0.6427295804023743
Q9FZK5,Q9ASQ2,1,0.00031170068541541696
Q9FZK5,O81042,1,3.152288991259411e-05
Q9LE82,Q8L7E5,1,0.00013611445319838822
Q9LE82,Q8GXA4,1,0.002645164029672742
Q9LE82,Q9FH18,1,0.06764546036720276
Q9LE82,Q8GXA4,1,0.002645164029672742
Q9LE82,Q8GXA4,1,0.002645164029672742
Q9LEZ3,Q9LEZ3,1,0.5162167549133301
Q9LEZ3,Q9LDT3,1,0.4514141082763672
Q9LEZ3,Q9LS86,1,0.12269178032875061
Q9LEZ3,Q8GYY1,1,0.06731089949607849
Q9LEZ3,F4IMQ0,1,0.1866934597492218
Q9LEZ3,Q9LDT3,1,0.4514141082763672
Q9LEZ3,O04292,1,0.5746716260910034
Q9LEZ3,O04292,1,0.5746716260910034
Q9LEZ3,Q9C5Z3,1,0.20737601816654205
Q9LEZ3,O04292,1,0.5746716260910034
Q9LEZ3,P32068,1,0.06141166761517525
Q9LEZ3,P32068,1,0.06141166761517525
Q9LEZ3,O04292,1,0.5746716260910034
Q9LEZ3,Q9SAD4,1,0.15450350940227509
Q9LEZ3,Q9LS86,1,0.12269178032875061
Q9LEZ3,Q9LEZ3,1,0.5162167549133301
Q9LEZ3,Q9C8D1,1,0.27316275238990784
Q9LEZ3,Q9FK45,1,0.08070861548185349
Q9LEZ3,O81788,1,0.12847569584846497
Q9LEZ3,Q9FK45,1,0.08070861548185349
Q9LEZ3,Q56XU4,1,0.0979592576622963
Q9LEZ3,Q8L925,1,0.3417016267776489
Q9LEZ3,Q8L925,1,0.3417016267776489
Q9LEZ3,Q8L925,1,0.3417016267776489
Q9LEZ3,Q9LS86,1,0.12269178032875061
Q9LEZ3,Q9LEZ3,1,0.5162167549133301
Q9LEZ3,P32068,1,0.06141166761517525
Q9LEZ3,Q9C8D1,1,0.27316275238990784
Q9LEZ3,Q9C8D1,1,0.27316275238990784
Q9LEZ3,Q9CAA4,1,0.16359499096870422
Q9LEZ3,Q9C5Z3,1,0.20737601816654205
Q9LEZ3,Q9C5Z3,1,0.20737601816654205
Q9LEZ3,Q9FK45,1,0.08070861548185349
Q9LEZ3,F4IMQ0,1,0.1866934597492218
Q9LEZ3,F4IMQ0,1,0.1866934597492218
Q9LEZ3,Q9XFB1,1,0.10976781696081161
Q9LEZ3,Q9LMT2,1,0.27163535356521606
Q9LEZ3,Q93ZB9,1,0.07426031678915024
Q9LEZ3,Q9FMB6,1,0.282877653837204
Q9LEZ3,Q8RYC8,1,0.4345375895500183
Q9LEZ3,Q9FMB6,1,0.282877653837204
Q9LEZ3,Q9FMB6,1,0.282877653837204
Q9LEZ3,Q93ZB9,1,0.07426031678915024
Q9LEZ3,Q9LN63,1,0.4393482804298401
Q9LEZ3,Q9LN63,1,0.4393482804298401
Q9LEZ3,Q9CAA4,1,0.16359499096870422
Q9LEZ3,Q93ZB9,1,0.07426031678915024
Q9LEZ3,Q9LMT2,1,0.27163535356521606
Q9LEZ3,Q9CAA4,1,0.16359499096870422
Q9LEZ3,Q9LMT2,1,0.27163535356521606
Q9LEZ3,Q9CAA4,1,0.16359499096870422
Q9LEZ3,Q9XFB1,1,0.10976781696081161
Q9LEZ3,Q9CAA4,1,0.16359499096870422
Q9LEZ3,Q9SAD4,1,0.15450350940227509
Q9LEZ3,Q9CAA4,1,0.16359499096870422
Q9LEZ3,Q9XFB1,1,0.10976781696081161
Q9LEZ3,Q9CAA4,1,0.16359499096870422
Q9LK55,Q8GYH9,1,0.0003222877567168325
Q9LMN8,Q9LVR8,1,0.0001683715672697872
Q9LNM6,Q8GYH9,1,0.045551951974630356
Q9LNM6,Q9LVR8,1,0.44670337438583374
Q9LNW0,O04294,1,0.9998832941055298
Q9LP52,Q8VZ95,1,0.02946038357913494
Q9LPF1,Q8GXA4,1,0.008237889967858791
Q9LPN5,Q9LVR8,1,0.001872108201496303
Q9LQ32,O04326,1,0.007836445234715939
Q9LQ32,Q8GXA4,1,0.12458789348602295
Q9LSE2,Q84JU6,1,0.9994434714317322
Q9LSE2,Q84JU6,1,0.9994434714317322
Q9LSE2,Q84JU6,1,0.9994434714317322
Q9LSF6,Q8GXA4,1,0.00041518613579683006
Q9LSP7,Q8GYH9,1,0.4885404706001282
Q9LSP7,Q9LVR8,1,0.00611468218266964
Q9LST3,Q9LEZ3,1,0.08041998744010925
Q9LSW5,Q8VZ95,1,0.6537165641784668
Q9LT89,O64740,1,0.005212994758039713
Q9LU74,O04294,1,0.998742401599884
Q9LU93,Q9LW88,1,0.44796714186668396
Q9LUK6,O04294,1,0.9996508359909058
Q9LUV4,O04294,1,0.00024054537061601877
Q9LVD9,O04326,1,0.008863544091582298
Q9LVQ7,Q9LEZ3,1,0.09639500826597214
Q9LVQ7,Q9LEZ3,1,0.09639500826597214
Q9LVZ7,Q8GXA4,1,0.04220377653837204
Q9LVZ7,Q8VZ95,1,0.5358652472496033
Q9LXJ0,Q8GWR1,1,0.48488911986351013
Q9LXU1,Q9LEZ3,1,0.18520212173461914
Q9LXU1,Q9LEZ3,1,0.18520212173461914
Q9LYD3,Q9LEZ3,1,0.30844008922576904
Q9LYP1,O04326,1,0.6092339754104614
Q9M0B0,Q9LVR8,1,0.734230101108551
Q9M0V3,Q38942,1,0.9999963045120239
Q9M1D0,Q8VZ95,1,0.0017313160933554173
Q9M1J7,O04326,1,0.5047536492347717
Q9M1K3,Q9ZWT2,1,0.3903135061264038
Q9M2J9,Q8GXA4,1,0.154598206281662
Q9M2J9,Q8VZ95,1,0.40196701884269714
Q9M2J9,O04326,1,0.024200543761253357
Q9M651,Q9FH18,1,0.22049304842948914
Q9M651,Q8L7E5,1,0.010353753343224525
Q9M9S6,Q8GXA4,1,0.014828082174062729
Q9M9S6,Q8VZ95,1,0.5872586369514465
Q9MAA7,O04294,1,3.7125637391000055e-06
Q9MAA7,O04294,1,3.7125637391000055e-06
Q9MAA7,O04294,1,3.7125637391000055e-06
Q9S9K9,Q5YDB6,1,0.9999847412109375
Q9S9K9,Q9ZWS7,1,0.9978615641593933
Q9S9K9,Q94AI7,1,0.996785044670105
Q9SA00,Q9LVR8,1,0.001553647918626666
Q9SA23,Q8GXA4,1,0.12988117337226868
Q9SA23,O04326,1,0.4511013627052307
Q9SA48,O04294,1,0.9960832595825195
Q9SAD4,Q9LEZ3,1,0.15450350940227509
Q9SAD4,Q9LEZ3,1,0.15450350940227509
Q9SCZ8,Q8GXA4,1,0.06990447640419006
Q9SD04,O04326,1,0.526795506477356
Q9SEL6,Q8GXA4,1,0.4939166009426117
Q9SEU8,Q9S9K9,1,0.39732885360717773
Q9SG79,Q9FF75,1,3.450430085649714e-06
Q9SGI5,Q8VZ95,1,0.020170068368315697
Q9SHG7,Q8GXA4,1,0.5104151368141174
Q9SHI7,Q9LVR8,1,0.7482218146324158
Q9SHI7,Q8GYH9,1,0.0003061885363422334
Q9SIC8,O04294,1,0.7436705827713013
Q9SIC8,O04294,1,0.7436705827713013
Q9SIH4,Q8GXA4,1,0.030492912977933884
Q9SIH4,O04326,1,0.009951356798410416
Q9SIQ8,O04326,1,0.4601011872291565
Q9SJH7,Q8GWR1,1,0.0004418529279064387
Q9SK33,O04294,1,0.9933156371116638
Q9SRE4,Q8VZ95,1,0.7115071415901184
Q9SRE4,Q8GXA4,1,0.00835405196994543
Q9SRE4,O04326,1,0.0018412119243294
Q9SRT3,O04326,1,0.034817472100257874
Q9STW3,Q8VZ95,1,0.623524010181427
Q9STW3,O04326,1,0.0046657053753733635
Q9STW3,Q8GXA4,1,0.018906481564044952
Q9SU67,Q8GYH9,1,0.5036770105361938
Q9SU67,Q8GYH9,1,0.5036770105361938
Q9SVG8,Q9LVR8,1,0.6308162212371826
Q9SX65,O04294,1,0.9052788615226746
Q9SX96,Q8GYH9,1,0.0039017535746097565
Q9SX96,Q9LVR8,1,0.615379273891449
Q9SZB2,Q949W6,1,0.970325231552124
Q9SZG0,Q8GYH9,1,0.42000946402549744
Q9SZG0,Q9LVR8,1,0.02938116155564785
Q9SZT7,Q9LVR8,1,0.007097543682903051
