p1,p2,truth,prediction
Q8GXA4,Q9FH92,1,4.645170702133328e-05
Q8GXA4,Q9FVX3,1,3.2230929036813905e-07
Q8GXA4,Q9FKK1,1,3.1144263630267233e-06
Q8GXA4,Q9FL61,1,0.0001394217397319153
Q8GXA4,Q9ZQ38,1,0.9806739091873169
Q8GXA4,Q9LJD9,1,0.9989842772483826
Q8GXA4,Q9LE82,1,0.9999749660491943
Q8GXA4,Q6NQG3,1,0.9916263818740845
Q8GXA4,Q9SY29,1,7.940280255525067e-08
Q8GXA4,Q84MC7,1,0.9969512224197388
Q8GXA4,Q84MC7,1,0.9969512224197388
Q8GY51,O04294,1,1.0
Q8GYN0,Q8GXA4,1,1.4148077980280505e-06
Q8GYS8,Q8GXA4,1,0.0001378739980282262
Q8GYX3,O04294,1,1.0
Q8H1S2,O04294,1,1.0
Q8L586,Q8VZ95,1,0.07818783074617386
Q8L603,Q8GXA4,1,2.1776584162580548e-06
Q8L748,P10797,1,0.9993587136268616
Q8L7E5,Q8GXA4,1,0.9942846894264221
Q8L7E5,Q9LE82,1,0.9999821186065674
Q8L7E5,Q9LE82,1,0.9999821186065674
Q8L7E5,Q9LE82,1,0.9999821186065674
Q8L7E5,Q9LE82,1,0.9999821186065674
Q8L7E5,Q8L7E5,1,0.9987726807594299
Q8L7E5,Q8GXA4,1,0.9942846894264221
Q8L7E5,Q8GXA4,1,0.9942846894264221
Q8L7E5,Q8GXA4,1,0.9942846894264221
Q8L7F7,Q9FFV8,1,7.057340933869227e-09
Q8L7F7,Q9SB65,1,5.030944976169849e-06
Q8L7G9,O04294,1,2.963337828987278e-05
Q8L8N3,O04294,1,1.0
Q8LB17,Q8VZ95,1,0.04782924801111221
Q8LB17,O04326,1,1.5160572450212406e-11
Q8LBH4,Q949W6,1,2.5614070864321548e-09
Q8LEQ4,Q8VZ95,1,0.03103822097182274
Q8LG50,Q9LVR8,1,0.1176014244556427
Q8LPR2,O04294,1,2.3797333597030956e-06
Q8LPR5,Q9S9K9,1,0.9993882179260254
Q8RXL7,Q8GXA4,1,4.465339884518471e-07
Q8RXL7,Q8VZ95,1,0.08783092349767685
Q8RY62,O04326,1,1.2013817718425912e-10
Q8RY98,Q9LVR8,1,0.12579573690891266
Q8RYE2,Q8GYH9,1,0.00014177399862091988
Q8RYE2,Q9LVR8,1,0.03803971782326698
Q8S8K0,Q8GXA4,1,3.089495237418305e-07
Q8VYS5,Q9LVR8,1,0.9652429819107056
Q8VYV9,Q8GXA4,1,0.9999765157699585
Q8VZ48,Q8GXA4,1,0.00011515156802488491
Q8VZ95,Q8GXA4,1,0.7869518995285034
Q8VZ95,Q6IDC5,1,0.30106765031814575
Q8VZ95,Q8L9M7,1,0.04948030784726143
Q8VZ95,Q84W04,1,0.07402191311120987
Q8VZ95,O82245,1,0.8888627290725708
Q8VZ95,Q8L615,1,0.34074893593788147
Q8VZ95,Q9M1J1,1,0.8512274026870728
Q8VZ95,Q9LXV1,1,0.07516361773014069
Q8VZ95,Q9LXV1,1,0.07516361773014069
Q8VZ95,Q8GWT5,1,0.19642764329910278
Q8VZ95,Q9LVD9,1,0.5219206809997559
Q8VZ95,Q9FI47,1,0.43261533975601196
Q8VZ95,Q9ZV66,1,0.261610746383667
Q8VZ95,Q9CAN1,1,0.3152487576007843
Q8VZ95,Q9LJU6,1,0.47298911213874817
Q8VZ95,F4KFS7,1,0.5270084738731384
Q8VZ95,Q94CH8,1,0.9088764786720276
Q8VZ95,Q9FH80,1,0.9384116530418396
Q8VZ95,Q9FVX3,1,0.01790243200957775
Q8VZ95,Q94F58,1,0.7164591550827026
Q8VZ95,Q8VZ95,1,0.8437995314598083
Q8VZ95,O22690,1,0.3512660562992096
Q8VZ95,Q9SX83,1,0.42709171772003174
Q8VZ95,Q9LK55,1,0.09093943238258362
Q8VZ95,Q9LXV1,1,0.07516361773014069
Q8VZ95,Q9LSF6,1,0.9452261328697205
Q8VZ95,Q9SIQ8,1,0.6716480851173401
Q8VZ95,Q8H157,1,0.5652998685836792
Q8VZ95,O64587,1,0.03475600481033325
Q8VZ95,Q8L7U7,1,0.8322979807853699
Q8VZ95,P30302,1,0.17893388867378235
Q8VZ95,Q940Y1,1,0.744019091129303
Q8VZ95,Q9M325,1,0.3935794532299042
Q8VZ95,Q9SHG7,1,0.10152247548103333
Q8VZ95,Q9ZUA5,1,0.37604254484176636
Q8VZ95,Q94B75,1,0.24097904562950134
Q8VZ95,Q9SHG7,1,0.10152247548103333
Q8VZ95,Q9M9U3,1,0.6437543630599976
Q8VZ95,Q9SVG0,1,0.6784655451774597
Q8VZ95,Q9LYP1,1,0.07739848643541336
Q8VZ95,Q9SHG7,1,0.10152247548103333
Q8VZ95,Q9SS37,1,0.8019137382507324
Q8VZ95,Q8L616,1,0.8771299123764038
Q8VZ95,P93004,1,0.06180718541145325
Q8VZ95,Q9LNH6,1,0.21463622152805328
Q8VZ95,P59229,1,0.8795084357261658
Q8VZJ5,Q8VZ95,1,0.8962230086326599
Q8VZU2,Q8VZ95,1,0.5812729597091675
Q8VZU9,Q9LVR8,1,0.99098140001297
Q8VZW1,Q8VZ95,1,0.24133126437664032
Q8VZW1,Q9ASQ2,1,0.8730148673057556
Q8W4D8,Q8GYF7,1,0.9999700784683228
Q93V43,Q9SGD1,1,0.9998339414596558
Q93V66,Q8GXA4,1,0.907614529132843
Q93V85,Q8GXA4,1,0.00011151262879138812
Q93WC7,O04294,1,0.9999967813491821
Q93Z42,O04326,1,0.999839186668396
Q93ZQ3,Q8VZ95,1,0.7897377014160156
Q93ZQ3,O04326,1,0.0009429703932255507
Q93ZW4,O04326,1,0.9996843338012695
Q944H2,Q9LVR8,1,0.8674682378768921
Q945Q4,Q8VZ95,1,0.8917551636695862
Q946Y7,Q8GXA4,1,0.9977627992630005
Q946Y7,O04326,1,0.9999643564224243
Q949W5,Q8VZ95,1,0.6333812475204468
Q949W6,Q9LPU9,1,7.426167236701531e-09
Q949W6,Q9LZM7,1,0.9504753947257996
Q94A99,O04326,1,6.132325203189737e-11
Q94A99,Q8VZ95,1,0.11764263361692429
Q94A99,Q8GXA4,1,1.022653236759652e-06
Q94AP3,Q8GXA4,1,1.197474375658203e-05
Q94AP3,Q8VZ95,1,0.15006384253501892
Q94AV5,Q8GXA4,1,0.0035876280162483454
Q94AY3,O22873,1,1.0
Q94BX2,Q8VZ95,1,0.9042230844497681
Q94CG2,Q8GYH9,1,2.2447191838637082e-07
Q94CG2,Q9LVR8,1,0.00016822201723698527
Q94CH8,O04326,1,1.0
Q94EI9,Q8VZ95,1,0.9089564085006714
Q94F23,Q9LVR8,1,0.05354475602507591
Q94F58,Q9ASQ2,1,3.091262705881559e-12
Q94F58,O81042,1,0.0004230523481965065
Q94JU2,O04326,1,1.1383186574676074e-05
Q94JU2,Q8VZ95,1,0.6631112098693848
Q9ASQ2,F4JN35,1,6.61843735198786e-13
Q9ASQ2,Q94BX2,1,4.015612375951605e-08
Q9ASQ2,Q9M126,1,3.299302875348076e-07
Q9ASQ2,Q9M126,1,3.299302875348076e-07
Q9ASQ2,F4JN35,1,6.61843735198786e-13
Q9AST5,Q8GYH9,1,4.5458264708031493e-07
Q9AST5,Q9LVR8,1,0.06842603534460068
Q9C500,A8MQR0,1,0.9999994039535522
Q9C500,Q8L7E5,1,0.9996016621589661
Q9C521,Q8VZ95,1,0.10038037598133087
Q9C7D7,Q8GYH9,1,0.6869648694992065
Q9C7D7,Q9LVR8,1,0.010031994432210922
Q9C835,Q9LVR8,1,5.374985994421877e-05
Q9C835,Q8GYH9,1,0.00023045178386382759
Q9C900,Q9SV74,1,0.00014510472828987986
Q9C900,O82390,1,0.9550749063491821
Q9C900,Q6NKQ9,1,1.9760434952331707e-05
Q9C900,Q9C7S5,1,0.9999213218688965
Q9C900,F4KIB2,1,0.9999243021011353
Q9C900,Q9SY89,1,1.0
Q9C900,Q9FE70,1,1.7054024965545977e-06
Q9C900,Q9ZW05,1,9.427122904526186e-08
Q9C900,Q7XA70,1,4.3545682615331316e-08
Q9C900,Q9M8T0,1,0.9999991655349731
Q9C900,Q9FZB1,1,0.00158055464271456
Q9C900,Q8RXK1,1,9.870706207948388e-08
Q9C900,Q9LRT1,1,0.9999943971633911
Q9C900,Q67ZM7,1,3.795395855377137e-07
Q9C900,Q9SNA0,1,0.9999994039535522
Q9C933,Q8VZ95,1,0.505927562713623
Q9C933,O04326,1,0.012461072765290737
Q9C9L2,O64740,1,0.9999325275421143
Q9C9L2,Q9S9K9,1,0.985996663570404
Q9C9L2,Q9S9K9,1,0.985996663570404
Q9CA42,Q9SB04,1,0.9998791217803955
Q9CA42,Q9ZWS7,1,1.4699986422783695e-05
Q9CAA4,Q9LEZ3,1,5.5393840625583834e-08
Q9CAA4,Q9LEZ3,1,5.5393840625583834e-08
Q9CAA4,Q9LEZ3,1,5.5393840625583834e-08
Q9CAA4,Q9LEZ3,1,5.5393840625583834e-08
Q9CAA4,Q9LEZ3,1,5.5393840625583834e-08
Q9CAA4,Q9LEZ3,1,5.5393840625583834e-08
Q9CAA4,Q9LEZ3,1,5.5393840625583834e-08
Q9CAK8,O04294,1,0.9999995231628418
Q9FF75,Q8RWU6,1,1.4671520602860255e-06
Q9FF75,Q9FG89,1,0.0008120968705043197
Q9FFK1,Q8VZ95,1,0.03355076536536217
Q9FFS0,O81042,1,0.0035096616484224796
Q9FFS8,Q949W6,1,0.9999979734420776
Q9FG01,Q9XFM6,1,4.9128857426694594e-08
Q9FGF5,O04294,1,0.9999996423721313
Q9FH18,Q8GXA4,1,0.9823935031890869
Q9FH18,Q9FF75,1,0.0039359754882752895
Q9FH18,Q9FF75,1,0.0039359754882752895
Q9FH18,Q9FH18,1,0.9973657727241516
Q9FH18,Q9C500,1,0.9933153986930847
Q9FH18,Q9LE82,1,0.9977250695228577
Q9FH18,Q8L7E5,1,0.8841933012008667
Q9FH18,Q9FH18,1,0.9973657727241516
Q9FH18,Q8GXA4,1,0.9823935031890869
Q9FHB8,Q8GYH9,1,0.0003777023812290281
Q9FK55,Q8VZ95,1,0.05328045040369034
Q9FLL0,Q9SGD1,1,0.9984006285667419
Q9FLL0,Q9SGD1,1,0.9984006285667419
Q9FMB6,Q9LEZ3,1,0.9999819993972778
Q9FMB6,Q9LEZ3,1,0.9999819993972778
Q9FMB6,Q9LEZ3,1,0.9999819993972778
Q9FMH6,Q8GXA4,1,0.9997356534004211
Q9FMH6,Q9FH18,1,0.9720227718353271
Q9FNH6,Q8GYH9,1,0.0001589999592397362
Q9FNH6,Q9LVR8,1,0.5708267092704773
Q9FNN2,O04294,1,1.0
Q9FWS3,Q9XFM0,1,0.9999922513961792
Q9FWS3,Q9XFM0,1,0.9999922513961792
Q9FWS3,Q9XFM0,1,0.9999922513961792
Q9FYK5,Q9LEZ3,1,0.9999876022338867
Q9FYK5,Q9LEZ3,1,0.9999876022338867
Q9FZ98,Q8GXA4,1,4.2354631091257033e-07
Q9FZ98,Q8VZ95,1,0.02190365456044674
Q9FZK5,Q9ASQ2,1,0.6931148171424866
Q9FZK5,O81042,1,0.4812052547931671
Q9LE82,Q8L7E5,1,0.9999821186065674
Q9LE82,Q8GXA4,1,0.9999750852584839
Q9LE82,Q9FH18,1,0.9977250695228577
Q9LE82,Q8GXA4,1,0.9999750852584839
Q9LE82,Q8GXA4,1,0.9999750852584839
Q9LEZ3,Q9LEZ3,1,0.9999673366546631
Q9LEZ3,Q9LDT3,1,2.5689492758829147e-05
Q9LEZ3,Q9LS86,1,0.9999362230300903
Q9LEZ3,Q8GYY1,1,0.0008168919011950493
Q9LEZ3,F4IMQ0,1,0.9999977350234985
Q9LEZ3,Q9LDT3,1,2.5689492758829147e-05
Q9LEZ3,O04292,1,1.4782817743252963e-05
Q9LEZ3,O04292,1,1.4782817743252963e-05
Q9LEZ3,Q9C5Z3,1,0.9999991655349731
Q9LEZ3,O04292,1,1.4782817743252963e-05
Q9LEZ3,P32068,1,1.9436300135566853e-05
Q9LEZ3,P32068,1,1.9436300135566853e-05
Q9LEZ3,O04292,1,1.4782817743252963e-05
Q9LEZ3,Q9SAD4,1,2.886727372697351e-07
Q9LEZ3,Q9LS86,1,0.9999362230300903
Q9LEZ3,Q9LEZ3,1,0.9999673366546631
Q9LEZ3,Q9C8D1,1,0.9999991655349731
Q9LEZ3,Q9FK45,1,0.002570768818259239
Q9LEZ3,O81788,1,0.9810397624969482
Q9LEZ3,Q9FK45,1,0.002570768818259239
Q9LEZ3,Q56XU4,1,5.717139720218256e-05
Q9LEZ3,Q8L925,1,3.1645402742697115e-08
Q9LEZ3,Q8L925,1,3.1645402742697115e-08
Q9LEZ3,Q8L925,1,3.1645402742697115e-08
Q9LEZ3,Q9LS86,1,0.9999362230300903
Q9LEZ3,Q9LEZ3,1,0.9999673366546631
Q9LEZ3,P32068,1,1.9436300135566853e-05
Q9LEZ3,Q9C8D1,1,0.9999991655349731
Q9LEZ3,Q9C8D1,1,0.9999991655349731
Q9LEZ3,Q9CAA4,1,5.5393840625583834e-08
Q9LEZ3,Q9C5Z3,1,0.9999991655349731
Q9LEZ3,Q9C5Z3,1,0.9999991655349731
Q9LEZ3,Q9FK45,1,0.002570768818259239
Q9LEZ3,F4IMQ0,1,0.9999977350234985
Q9LEZ3,F4IMQ0,1,0.9999977350234985
Q9LEZ3,Q9XFB1,1,1.8497676723683298e-09
Q9LEZ3,Q9LMT2,1,0.001540723373182118
Q9LEZ3,Q93ZB9,1,0.9999998807907104
Q9LEZ3,Q9FMB6,1,0.9999819993972778
Q9LEZ3,Q8RYC8,1,0.999998927116394
Q9LEZ3,Q9FMB6,1,0.9999819993972778
Q9LEZ3,Q9FMB6,1,0.9999819993972778
Q9LEZ3,Q93ZB9,1,0.9999998807907104
Q9LEZ3,Q9LN63,1,1.9981627019660664e-08
Q9LEZ3,Q9LN63,1,1.9981627019660664e-08
Q9LEZ3,Q9CAA4,1,5.5393840625583834e-08
Q9LEZ3,Q93ZB9,1,0.9999998807907104
Q9LEZ3,Q9LMT2,1,0.001540723373182118
Q9LEZ3,Q9CAA4,1,5.5393840625583834e-08
Q9LEZ3,Q9LMT2,1,0.001540723373182118
Q9LEZ3,Q9CAA4,1,5.5393840625583834e-08
Q9LEZ3,Q9XFB1,1,1.8497676723683298e-09
Q9LEZ3,Q9CAA4,1,5.5393840625583834e-08
Q9LEZ3,Q9SAD4,1,2.886727372697351e-07
Q9LEZ3,Q9CAA4,1,5.5393840625583834e-08
Q9LEZ3,Q9XFB1,1,1.8497676723683298e-09
Q9LEZ3,Q9CAA4,1,5.5393840625583834e-08
Q9LK55,Q8GYH9,1,2.650474861809471e-08
Q9LMN8,Q9LVR8,1,0.00061881571309641
Q9LNM6,Q8GYH9,1,1.6708595751424582e-07
Q9LNM6,Q9LVR8,1,0.22209149599075317
Q9LNW0,O04294,1,0.9999099969863892
Q9LP52,Q8VZ95,1,0.8470571637153625
Q9LPF1,Q8GXA4,1,1.8640757843968458e-06
Q9LPN5,Q9LVR8,1,9.165809160549543e-07
Q9LQ32,O04326,1,0.9990873336791992
Q9LQ32,Q8GXA4,1,0.9866281151771545
Q9LSE2,Q84JU6,1,1.2430874107849377e-07
Q9LSE2,Q84JU6,1,1.2430874107849377e-07
Q9LSE2,Q84JU6,1,1.2430874107849377e-07
Q9LSF6,Q8GXA4,1,0.9995520710945129
Q9LSP7,Q8GYH9,1,0.9999988079071045
Q9LSP7,Q9LVR8,1,2.814745585055789e-06
Q9LST3,Q9LEZ3,1,3.0634002996521303e-06
Q9LSW5,Q8VZ95,1,0.0745491161942482
Q9LT89,O64740,1,0.07368774712085724
Q9LU74,O04294,1,0.9999988079071045
Q9LU93,Q9LW88,1,1.0
Q9LUK6,O04294,1,0.9999982118606567
Q9LUV4,O04294,1,0.9999387264251709
Q9LVD9,O04326,1,2.4065562342912017e-07
Q9LVQ7,Q9LEZ3,1,7.009915134403855e-05
Q9LVQ7,Q9LEZ3,1,7.009915134403855e-05
Q9LVZ7,Q8GXA4,1,0.9996534585952759
Q9LVZ7,Q8VZ95,1,0.9010216593742371
Q9LXJ0,Q8GWR1,1,8.04687960709316e-09
Q9LXU1,Q9LEZ3,1,0.9999940395355225
Q9LXU1,Q9LEZ3,1,0.9999940395355225
Q9LYD3,Q9LEZ3,1,0.6738227009773254
Q9LYP1,O04326,1,4.517796206582325e-11
Q9M0B0,Q9LVR8,1,0.013443822972476482
Q9M0V3,Q38942,1,1.0
Q9M1D0,Q8VZ95,1,0.804884672164917
Q9M1J7,O04326,1,0.000676072493661195
Q9M1K3,Q9ZWT2,1,0.6811547875404358
Q9M2J9,Q8GXA4,1,6.43216262687929e-05
Q9M2J9,Q8VZ95,1,0.1689957231283188
Q9M2J9,O04326,1,1.1643418673656925e-07
Q9M651,Q9FH18,1,0.9977079629898071
Q9M651,Q8L7E5,1,0.9999914169311523
Q9M9S6,Q8GXA4,1,9.008263646137493e-07
Q9M9S6,Q8VZ95,1,0.010304239578545094
Q9MAA7,O04294,1,1.0
Q9MAA7,O04294,1,1.0
Q9MAA7,O04294,1,1.0
Q9S9K9,Q5YDB6,1,0.3346109986305237
Q9S9K9,Q9ZWS7,1,0.0007077459013089538
Q9S9K9,Q94AI7,1,0.998156726360321
Q9SA00,Q9LVR8,1,0.9845860600471497
Q9SA23,Q8GXA4,1,9.499476618657354e-06
Q9SA23,O04326,1,1.6092071009055076e-09
Q9SA48,O04294,1,0.9998236298561096
Q9SAD4,Q9LEZ3,1,2.886727372697351e-07
Q9SAD4,Q9LEZ3,1,2.886727372697351e-07
Q9SCZ8,Q8GXA4,1,0.08432160317897797
Q9SD04,O04326,1,1.0
Q9SEL6,Q8GXA4,1,8.847316053106624e-07
Q9SEU8,Q9S9K9,1,0.9957225322723389
Q9SG79,Q9FF75,1,5.358889373918707e-11
Q9SGI5,Q8VZ95,1,0.7902936339378357
Q9SHG7,Q8GXA4,1,2.133458337993943e-06
Q9SHI7,Q9LVR8,1,6.079357035559951e-07
Q9SHI7,Q8GYH9,1,0.9999994039535522
Q9SIC8,O04294,1,0.9999960660934448
Q9SIC8,O04294,1,0.9999960660934448
Q9SIH4,Q8GXA4,1,4.700363933807239e-05
Q9SIH4,O04326,1,9.815187773654088e-09
Q9SIQ8,O04326,1,0.9944263696670532
Q9SJH7,Q8GWR1,1,1.0
Q9SK33,O04294,1,1.0
Q9SRE4,Q8VZ95,1,0.23305441439151764
Q9SRE4,Q8GXA4,1,2.724609203141881e-06
Q9SRE4,O04326,1,1.0303498332309147e-10
Q9SRT3,O04326,1,1.8090951243721065e-06
Q9STW3,Q8VZ95,1,0.5657817721366882
Q9STW3,O04326,1,0.039978425949811935
Q9STW3,Q8GXA4,1,0.132457435131073
Q9SU67,Q8GYH9,1,0.9999984502792358
Q9SU67,Q8GYH9,1,0.9999984502792358
Q9SVG8,Q9LVR8,1,0.9918730854988098
Q9SX65,O04294,1,5.234088348515797e-06
Q9SX96,Q8GYH9,1,1.3939582821365093e-08
